,Feature,Importance
111,RS,0.5248064643074495
8,TRANSTORNOS_DE_CONDUÇÃO_E_ARRITMIAS_CARDÍACAS,0.2686600821501815
27,OUTRAS_NEOPLASIAS_MALIGNAS_DA_PELE,0.043643009327152156
110,CE,0.0355520987652174
33,OUTRAS_DOENÇAS_ISQUÊMICAS_DO_CORAÇÃO,0.034416064849709695
104,BRONQUITE_ENFISEMA_E_OUTR_DOENÇ_PULM_OBSTR_CRÔNIC,0.025786691241978774
4,TRANST_DISCAIS_CERVIC_E_OUTR_TRANST_DISC_INTERVERT,0.023853633158743733
112,SC,0.019095555543981325
3,TRANST_MENTAIS_COMPORT_DEV_USO_OUTR_SUBST_PSICOAT,0.007711299349211689
7,TRANSTORNOS_DE_HUMOR_[AFETIVOS],0.006559644689382611
1,UROLITÍASE,0.0032017354852919093
65,LUXAÇÕES_ENTORSE_DISTENSÃO_REG_ESP_E_MÚLTIP_CORPO,0.003152802085884604
94,DOENÇAS_DO_APÊNDICE,0.0017025706355972344
2,TRANST_MENTAIS_E_COMPORTAMENTAIS_DEV_USO_DE_ÁLCOOL,0.0008951220373385126
59,NEOPLASIA_MALIGNA_DO_CÓLON,0.0005926466838990528
6,TRANSTORNOS_DOS_NERVOS_RAÍZES_E_PLEXOS_NERVOSOS,0.00037057968898032874
75,HEMORRAGIA_INTRACRANIANA,0.0
82,FEBRE_HEMORRÁGICA_DEVIDA_AO_VÍRUS_DA_DENGUE,0.0
81,FLEBITE_TROMBOFLEBITE_EMBOLIA_E_TROMBOSE_VENOSA,0.0
80,FRATURAS_ENVOLVENDO_MÚLTIPLAS_REGIÕES_DO_CORPO,0.0
79,FRATURA_DE_OUTROS_OSSOS_DOS_MEMBROS,0.0
78,FRATURA_DO_FÊMUR,0.0
77,FRATURA_DO_PESCOÇO_TÓRAX_OU_PELVE,0.0
76,GASTRITE_E_DUODENITE,0.0
69,INFECÇÕES_DA_PELE_E_DO_TECIDO_SUBCUTÂNEO,0.0
74,HIPERTENSÃO_ESSENCIAL_(PRIMÁRIA),0.0
73,HIPÓXIA_INTRAUTERINA_E_ASFIXIA_AO_NASCER,0.0
72,ILEO_PARALÍTICO_E_OBSTRUÇÃO_INTESTINAL_SEM_HÉRNIA,0.0
71,INFARTO_AGUDO_DO_MIOCÁRDIO,0.0
70,INFARTO_CEREBRAL,0.0
84,ENVENENAMENTO_POR_DROGAS_E_SUBSTÂNCIAS_BIOLÓGICAS,0.0
68,INSUFICIÊNCIA_CARDÍACA,0.0
67,INSUFICIÊNCIA_RENAL,0.0
66,LEIOMIOMA_DO_ÚTERO,0.0
64,NEOPLASIAS_MALIGNAS_DE_LARINGE,0.0
83,ESQUIZOFRENIA_TRANST_ESQUIZOTÍPICOS_E_DELIRANTES,0.0
90,DOENÇA_PELO_VÍRUS_DA_IMUNODEFICIÊNCIA_HUMANA_[HIV],0.0
85,EMBOLIA_PULMONAR,0.0
86,EMBOLIA_E_TROMBOSE_ARTERIAIS,0.0
109,ABORTO_ESPONTÂNEO,0.0
108,ACID_VASCULAR_CEREBR_ISQUÊM_TRANSIT_E_SÍNDR_CORREL,0.0
107,ARTROSE,0.0
106,ASMA,0.0
105,BRONQUITE_AGUDA_E_BRONQUIOLITE_AGUDA,0.0
103,CARCINOMA_IN_SITU_DE_COLO_DO_ÚTERO,0.0
102,COLELITÍASE_E_COLECISTITE,0.0
101,DEFORMIDADES_ADQUIRIDAS_DAS_ARTICULAÇÕES,0.0
100,DENGUE_[DENGUE_CLÁSSSICO],0.0
99,DEPLEÇÃO_DE_VOLUME,0.0
98,DESNUTRIÇÃO,0.0
97,DIABETES_MELLITUS,0.0
96,DIARRÉIA_E_GASTROENTERITE_ORIGEM_INFECC_PRESUMÍVEL,0.0
95,DOENÇAS_CRÔNICAS_DAS_AMÍGDALAS_E_DAS_ADENÓIDES,0.0
93,DOENÇAS_RENAIS_TÚBULO-INTERSTICIAIS,0.0
92,DOENÇA_ALCOÓLICA_DO_FÍGADO,0.0
91,DOENÇA_DIVERTICULAR_DO_INTESTINO,0.0
62,NEOPLASIA_MALIGNA_DA_PELE,0.0
89,DOR_ABDOMINAL_E_PÉLVICA,0.0
88,EDEMA_PROTEIN_TRANST_HIPERTENS_GRAVID_PARTO_PUERP,0.0
87,EFEITOS_TÓXICOS_SUBST_ORIGEM_PRINC_NÃO-MEDICINAL,0.0
63,NEOPLASIA_MALIGNA_DA_BEXIGA,0.0
0,VEIAS_VARICOSAS_DAS_EXTREMIDADES_INFERIORES,0.0
61,NEOPLASIA_MALIGNA_DE_TRAQUÉIA_BRÔNQUIOS_E_PULMÕES,0.0
19,PANCREATITE_AGUDA_E_OUTRAS_DOENÇAS_DO_PÂNCREAS,0.0
30,OUTRAS_GRAVIDEZES_QUE_TERMINAM_EM_ABORTO,0.0
29,OUTRAS_HÉRNIAS,0.0
28,OUTRAS_INFECÇÕES_AGUDAS_DAS_VIAS_AÉREAS_SUPERIORES,0.0
26,OUTROS_TRANSTORNOS_MENTAIS_E_COMPORTAMENTAIS,0.0
25,OUTROS_TRANSTRONOS_ARTICULARES,0.0
24,OUTROS_TRANST_RESPIRATÓRIOS_ORIG_PERÍODO_PERINATAL,0.0
23,OUTR_MOT_ASS_À_MÃE_REL_CAV_FETAL_AMN_POS_PROB_PART,0.0
22,OUTR_NEOPL_IN_SITU_BENIGS_E_COMPORT_INCERT_DESCONH,0.0
21,OUTR_SIST_SINAIS_ACHAD_ANORM_EX_CLÍN_LABORAT_NCOP,0.0
20,OUTR_TRAUM_REG_ESPEC_NÃO_ESPEC_E_MÚLTIPLAS_CORPO,0.0
18,PARTO_ÚNICO_ESPONTÂNEO,0.0
32,OUTRAS_DOENÇAS_SIST_OSTEOMUSCULAR_E_TEC_CONJUNTIVO,0.0
17,PESSOAS_CONTATO_SERV_SAÚDE_CUIDADOS_PROC_ESPECÍF,0.0
16,PESSOAS_EM_CONTATO_COM_SERV_SAÚDE_EXAME_E_INVESTIG,0.0
15,PNEUMONIA,0.0
14,PREPRÚCIO_REDUNDANTE_FIMOSE_E_PARAFIMOSE,0.0
13,PROLAPSO_GENITAL_FEMININO,0.0
12,QUEIMADURA_E_CORROSÕES,0.0
11,RESTANTE_DE_OUTRAS_DOENÇAS_BACTERIANAS,0.0
10,SEPTICEMIA,0.0
9,SEQÜEL_TRAUM_ENVEN_E_OUTR_CONSEQ_CAUSAS_EXTERNAS,0.0
5,TRANSTORNOS_DO_TECIDO_MOLE,0.0
31,OUTRAS_DORSOPATIAS,0.0
34,OUTRAS_DOENÇAS_INFECCIOSAS_INTESTINAIS,0.0
60,NEOPLASIA_MALIGNA_DO_COLO_DO_ÚTERO,0.0
47,OUTRAS_DOENÇAS_DOS_INTESTINOS_E_PERITÔNIO,0.0
58,NEOPLASIA_MALIGNA_DO_ENCÉFALO,0.0
