,Feature,Importance
335,RS,2.781430648636813
97,OUTRAS_NEOPLASIAS_MALIGNAS_DA_PELE,1.820168793566711
306,AMEBÍASE,1.8007426592572138
182,LUXAÇÕES_ENTORSE_DISTENSÃO_REG_ESP_E_MÚLTIP_CORPO,1.6128736097706042
50,RETARDO_MENTAL,1.3560804051923117
172,MICOSES,1.2629936681404033
269,DIARRÉIA_E_GASTROENTERITE_ORIGEM_INFECC_PRESUMÍVEL,1.2250953112290948
180,MALÁRIA_NÃO_ESPECIFICADA,1.2082147459642285
134,OUTRAS_DOENÇAS_DOS_INTESTINOS_E_PERITÔNIO,1.120995991335596
59,PROLAPSO_GENITAL_FEMININO,1.1003417935032567
225,FETO_E_REC-NASC_AFET_FAT_MAT_E_COMPL_GRAV_E_PARTO,1.0624099847492599
124,OUTRAS_DOENÇAS_DO_OLHO_E_ANEXOS,1.002396981309109
43,SEQÜELAS_DE_DESNUTRIÇÃO_E_DE_OUTRAS_DEFIC_NUTRIC,0.9992278746693588
299,ARTROSE,0.9693344448493738
4,TÉTANO_NEONATAL,0.9481977946034952
230,FEBRE_AMARELA,0.9186690014198499
18,TRANST_MENTAIS_COMPORT_DEV_USO_OUTR_SUBST_PSICOAT,0.9012589369418548
293,BRONQUITE_ENFISEMA_E_OUTR_DOENÇ_PULM_OBSTR_CRÔNIC,0.8955108525374977
318,CE,0.8892919595231394
152,NEOPLASIA_MALIGNA_DO_PÂNCREAS,0.8869674086948729
20,TRANST_DISCAIS_CERVIC_E_OUTR_TRANST_DISC_INTERVERT,0.8776180713251127
137,OUTRAS_DOENÇAS_CEREBROVASCULARES,0.8600369784239408
260,DOENÇA_DE_ALZHEIMER,0.8374771502432501
278,DEFORMIDADES_ADQUIRIDAS_DAS_ARTICULAÇÕES,0.8364724893753122
101,OUTRAS_MALFORMAÇÕES_CONGÊNITAS,0.8342251996404759
88,OUTROS_EFEITOS_E_NÃO_ESPEC_DE_CAUSAS_EXTERNAS,0.8229000938091063
336,SC,0.7949757170466605
65,PESSOAS_EM_CONTATO_COM_SERV_SAÚDE_EXAME_E_INVESTIG,0.7586598394915226
243,ENVENENAMENTO_POR_DROGAS_E_SUBSTÂNCIAS_BIOLÓGICAS,0.7548273735389674
284,COLELITÍASE_E_COLECISTITE,0.7537677932015947
114,OUTRAS_DOENÇAS_SIST_OSTEOMUSCULAR_E_TEC_CONJUNTIVO,0.7449492799135192
90,OUTRAS_SÍFILIS,0.7168542721348298
74,OUTR_PESS_RISCOS_POT_À_SAÚDE_REL_DOENÇAS_TRANSMISS,0.708597117294362
3,UROLITÍASE,0.682428693690651
179,MALÁRIA_POR_PLASMODIUM_FALCIPARUM,0.6726911746921612
203,INFARTO_CEREBRAL,0.6692814781443486
171,NASCIDOS_VIVOS_SEGUNDO_O_LOCAL_DE_NASCIMENTO,0.6634187154177754
329,PI,0.6466144316805814
26,TRANSTORNOS_DA_REFRAÇÃO_E_DA_ACOMODAÇÃO,0.6331494656361524
246,EMBOLIA_PULMONAR,0.6304180065541902
30,TRABALHO_DE_PARTO_OBSTRUÍDO,0.6265826598216249
158,NEOPLASIA_MALIGNA_DO_CÓLON,0.6014642769727576
87,OUTROS_TRANSTORNOS_DA_PRÓSTATA,0.5971231036585621
31,TIREOTOXICOSE,0.588037636336192
53,RESTANTE_DE_OUTRAS_TUBERCULOSES,0.5868354257860746
247,EMBOLIA_E_TROMBOSE_ARTERIAIS,0.565103678151772
185,LESÕES_ESMAG_AMPUT_TRAUMÁT_REG_ESP_E_MÚLTIP_CORPO,0.554260223752894
261,DOENÇA_ALCOÓLICA_DO_FÍGADO,0.5462304131909382
242,ENXAQUECA_E_OUTRAS_SÍNDROMES_DE_ALGIAS_CEFÁLICOS,0.517821623773975
112,OUTRAS_DORSOPATIAS,0.5172602862526512
304,ANEMIA_POR_DEFICIÊNCIA_DE_FERRO,0.5095544281168883
123,OUTRAS_DOENÇAS_DO_OUVIDO_E_DA_APÓFISE_MASTÓIDE,0.47207104675156053
191,LEISHMANIOSE_CUTÂNEA,0.47100249433685165
61,PNEUMONIA,0.4708442184204675
210,HIDROCELE_E_ESPERMATOCELE,0.4696739756454528
121,OUTRAS_DOENÇAS_DO_TRATO_RESPIRATÓRIO_SUPERIOR,0.4630932609178154
266,DOENÇAS_DO_APÊNDICE,0.45858816137279423
25,TRANSTORNOS_DE_CONDUÇÃO_E_ARRITMIAS_CARDÍACAS,0.4233862690303864
324,MS,0.41781345542134857
140,OUTRAS_ANEMIAS,0.4086832510798083
17,TRANST_MENTAIS_E_COMPORTAMENTAIS_DEV_USO_DE_ÁLCOOL,0.4012453567324174
195,INSUFICIÊNCIA_CARDÍACA,0.4004871826006051
39,SEQÜEL_TRAUM_ENVEN_E_OUTR_CONSEQ_CAUSAS_EXTERNAS,0.394965731847434
252,DOENÇA_REUMÁTICA_CRÔNICA_DO_CORAÇÃO,0.39298419853993627
205,ILEO_PARALÍTICO_E_OBSTRUÇÃO_INTESTINAL_SEM_HÉRNIA,0.3747740363578603
132,OUTRAS_DOENÇAS_DO_APARELHO_CIRCULATÓRIO,0.371966421650304
149,NEOPL_MALIG_FÍGADO_E_VIAS_BILIARES_INTRA-HEPÁTICAS,0.3706221751851638
253,DOENÇA_PELO_VÍRUS_DA_IMUNODEFICIÊNCIA_HUMANA_[HIV],0.3682726613879087
139,OUTRAS_COMPLICAÇÕES_DA_GRAVIDEZ_E_DO_PARTO,0.35556113125576183
330,PR,0.35143581921868305
15,TRANST_NÃO-INFLAM_OVÁRIO_TROMP_FALÓPIO_LIGAM_LARGO,0.35100793804771857
105,OUTRAS_INFECÇÕES_AGUDAS_DAS_VIAS_AÉREAS_SUPERIORES,0.3496905542644736
184,LEUCEMIA,0.3493794475357427
102,OUTRAS_INFESTAÇÕES_POR_TREMATÓDEOS,0.3450663409006951
223,FLEBITE_TROMBOFLEBITE_EMBOLIA_E_TROMBOSE_VENOSA,0.3418033525140698
117,OUTRAS_DOENÇAS_INFECCIOSAS_INTESTINAIS,0.3400556122220066
19,TRANST_MENOPÁUSICOS_E_OUTR_TRANST_PERIMENOPÁUSICOS,0.33977732696865254
148,NEOPL_MALIG_JUNÇÃO_RETOSSIGM_RETO_ÂNUS_CANAL_ANAL,0.31746334698042694
131,OUTRAS_DOENÇAS_DO_APARELHO_DIGESTIVO,0.30786361045751715
16,TRANST_NEURÓT_E_RELACIONADOS_COM_STRESS_E_SOMATOF,0.30326477696523574
256,DOENÇA_DIVERTICULAR_DO_INTESTINO,0.29788462973661933
287,CERATITE_E_OUTROS_TRANSTORNOS_ESCLERÓTICA_E_CÓRNEA,0.2924620836973085
323,MG,0.2905674060340936
212,HEMORRÓIDAS,0.28557324586393334
157,NEOPLASIA_MALIGNA_DO_ENCÉFALO,0.2854684624639961
151,NEOPL_BENIG_ENCÉFALO_E_OUTR_PART_SIST_NERV_CENTRAL,0.2796332491365633
204,INFARTO_AGUDO_DO_MIOCÁRDIO,0.2783544954539647
159,NEOPLASIA_MALIGNA_DO_COLO_DO_ÚTERO,0.27331868222108535
169,NEOPLASIA_BENIGNA_DA_MAMA,0.26948870631192506
166,NEOPLASIA_BENIGNA_DO_OVÁRIO,0.2683496314408697
258,DOENÇA_DE_HODGKIN,0.2637310072080951
286,CERT_COMPL_PREC_TRAUM_COMPL_CIRÚRG_ASS_MÉDIC_NCOP,0.26261016238822593
219,FRATURA_DO_FÊMUR,0.2536587642410364
24,TRANSTORNOS_DE_HUMOR_[AFETIVOS],0.24761985251833332
231,FEBRES_TIFÓIDE_E_PARATIFÓIDE,0.22927198146273386
193,LARINGITE_E_TRAQUEÍTE_AGUDAS,0.22294981997894903
34,SÍNDROMES_DE_MAUS_TRATOS,0.21962803442179013
85,OUTROS_TRANSTORNOS_DO_APARELHO_GENITURINÁRIO,0.21073870518784907
96,OUTRAS_NEOPLASIAS_MALIGNAS_DE_ÓRGÃOS_DIGESTIVOS,0.20436915139025677
310,ACID_VASCULAR_CEREBR_ISQUÊM_TRANSIT_E_SÍNDR_CORREL,0.2041174795863712
10,TUBERCULOSE_DO_APARELHO_GENITURINÁRIO,0.20188427925145752
248,EFEITOS_TÓXICOS_SUBST_ORIGEM_PRINC_NÃO-MEDICINAL,0.20124170945783998
38,SHIGUELOSE,0.19857508515529562
291,CARCINOMA_IN_SITU_DE_COLO_DO_ÚTERO,0.1959329677160245
199,INFECÇÕES_PELO_VÍRUS_DO_HERPES,0.1920059922992583
218,FRATURA_DO_PESCOÇO_TÓRAX_OU_PELVE,0.18552736296007485
92,OUTRAS_NEOPL_MALIG_TECIDOS_LINFÓID_HEMATOP_E_RELAC,0.1822300033883601
35,SÍFILIS_PRECOCE,0.1793242311921371
29,TRANSTORNOS_DA_DENSIDADE_E_DA_ESTRUTURA_ÓSSEAS,0.17605836144540488
175,MENINGITE_VIRAL,0.16989907081438357
244,ENDOMETRIOSE,0.16796632901677988
321,GO,0.16565460781442987
86,OUTROS_TRANSTORNOS_DENTES_E_ESTRUTURAS_DE_SUPORTE,0.1653660879706329
220,FRATURA_DO_CRÂNIO_E_DOS_OSSOS_DA_FACE,0.15857437961131723
285,CISTITE,0.15740528267890863
339,TO,0.15665221928891163
76,OUTR_MOT_ASS_À_MÃE_REL_CAV_FETAL_AMN_POS_PROB_PART,0.14388102855503948
216,GLAUCOMA,0.13349801562844194
245,ENCEFALITE_VIRAL,0.129063755065206
228,FEBRE_HEMORRÁGICA_DEVIDA_AO_VÍRUS_DA_DENGUE,0.12849677276414287
103,OUTRAS_INFECÇÕES_ESPECÍFICAS_DO_PERÍODO_PERINATAL,0.12818182087522664
68,PERDA_DE_AUDIÇÃO,0.12794524556259626
226,FENDA_LABIAL_E_FENDA_PALATINA,0.12665404905251046
23,TRANSTORNOS_DOS_NERVOS_RAÍZES_E_PLEXOS_NERVOSOS,0.12644520467621137
170,NEOPLASIAS_MALIGNAS_DE_LARINGE,0.12471778149700075
312,ABORTO_ESPONTÂNEO,0.1244114406208574
307,ALGUNS_TRANSTORNOS_ENVOLVENDO_MECANISMO_IMUNITÁRIO,0.12322367983417147
28,TRANSTORNOS_DA_MAMA,0.11484463693851221
254,DOENÇA_INFLAMATÓRIA_DO_COLO_DO_ÚTERO,0.11216418298276452
145,NEOPL_MALIG_OUTR_PORÇÕES_E_PORÇÕES_NÃO_ESPEC_ÚTERO,0.11126846075813637
264,DOENÇAS_POR_CLAMÍDIAS_TRANSMITIDAS_POR_VIA_SEXUAL,0.10851344152427472
301,ARTEROESCLEROSE,0.10566661818436165
33,SÍNDROME_NEFRÍTICAS_AGUDA_E_RAPIDAMENTE_PROGRESSIV,0.10060251729520503
325,MT,0.0982495170509756
93,OUTRAS_NEOPL_MALIGNAS_ÓRGÃOS_GENITAIS_MASCULINOS,0.09604575535738433
217,GASTRITE_E_DUODENITE,0.09116577852491338
142,OTITE_MÉDIA_E_OUTR_TRANST_OUVIDO_MÉDIO_APÓF_MAST,0.08543315796667915
49,RET_CRES_FET_DESN_FET_TRAN_REL_GEST_CURT_BAIX_PESO,0.08520215292760311
234,ESTRABISMO,0.07991304157984147
12,TRAUMA_DURANTE_O_NASCIMENTO,0.07983952291998267
83,OUTROS_TRANSTORNOS_TIREOIDIANOS,0.0762551856244284
240,EQUINOCOCOSE,0.07568854175332203
36,SÍFILIS_CONGÊNITA,0.07381624807427345
267,DOENÇAS_CRÔNICAS_DAS_AMÍGDALAS_E_DAS_ADENÓIDES,0.06902877429866984
283,COMPL_PRED_REL_PUERPÉRIO_E_OUTR_AFECÇ_OBSTÉTR_NCOP,0.06349919844187198
126,OUTRAS_DOENÇAS_DO_FÍGADO,0.060535692116900915
333,RO,0.056053383491350375
235,ESTADO_INFEC_ASSINT_VÍRUS_DA_IMUNODEF_HUMANA_[HIV],0.05422200221397891
99,OUTRAS_MALFORMAÇÕES_CONGÊNITAS_DO_SISTEMA_NERVOSO,0.05326806290791564
147,NEOPL_MALIG_OUTRAS_PARTES_SISTEMA_NERVOSO_CENTRAL,0.048849744038091156
161,NEOPLASIA_MALIGNA_DE_TRAQUÉIA_BRÔNQUIOS_E_PULMÕES,0.04375713206845275
57,RAIVA,0.03209801884795161
