,Feature,Avg_importance
0,RS,5.454839183511192
3,CE,2.350762767392838
1,OUTRAS_NEOPLASIAS_MALIGNAS_DA_PELE,2.3012243556081087
6,LUXAÇÕES_ENTORSE_DISTENSÃO_REG_ESP_E_MÚLTIP_CORPO,2.198668464976495
4,SC,2.149184399291801
9,PI,2.0396766274040203
2,OUTRAS_DOENÇAS_DOS_INTESTINOS_E_PERITÔNIO,1.948558820414417
10,TRANST_MENTAIS_COMPORT_DEV_USO_OUTR_SUBST_PSICOAT,1.9089452015934196
8,MICOSES,1.8558319014497013
17,DIARRÉIA_E_GASTROENTERITE_ORIGEM_INFECC_PRESUMÍVEL,1.8127030193543014
11,BRONQUITE_ENFISEMA_E_OUTR_DOENÇ_PULM_OBSTR_CRÔNIC,1.7446874938640538
19,COLELITÍASE_E_COLECISTITE,1.6703714526999018
7,NEOPLASIA_MALIGNA_DO_PÂNCREAS,1.6550995792816938
5,OUTRAS_DOENÇAS_SIST_OSTEOMUSCULAR_E_TEC_CONJUNTIVO,1.6463124989504767
14,FETO_E_REC-NASC_AFET_FAT_MAT_E_COMPL_GRAV_E_PARTO,1.6358099385112426
13,TRANST_DISCAIS_CERVIC_E_OUTR_TRANST_DISC_INTERVERT,1.5888853812380923
12,EMBOLIA_PULMONAR,1.5231398075726332
18,OUTRAS_DOENÇAS_DO_OLHO_E_ANEXOS,1.4392318961741417
21,HIDROCELE_E_ESPERMATOCELE,1.4070847077446065
28,PROLAPSO_GENITAL_FEMININO,1.3796229984231068
24,ILEO_PARALÍTICO_E_OBSTRUÇÃO_INTESTINAL_SEM_HÉRNIA,1.3518888628066743
25,DEFORMIDADES_ADQUIRIDAS_DAS_ARTICULAÇÕES,1.3452255919962897
20,AMEBÍASE,1.3451398082859156
26,NEOPLASIA_MALIGNA_DO_CÓLON,1.3333666452379096
22,DOENÇAS_DO_APÊNDICE,1.318795835195689
16,NASCIDOS_VIVOS_SEGUNDO_O_LOCAL_DE_NASCIMENTO,1.2968531125974445
37,TRABALHO_DE_PARTO_OBSTRUÍDO,1.2334960899211762
27,OUTRAS_SÍFILIS,1.1992571300975938
30,UROLITÍASE,1.186683025071232
15,TRANSTORNOS_DA_REFRAÇÃO_E_DA_ACOMODAÇÃO,1.1826189054623313
38,MS,1.1500670070199637
23,TRANST_NÃO-INFLAM_OVÁRIO_TROMP_FALÓPIO_LIGAM_LARGO,1.1460852557730536
34,PR,1.1329137376160952
40,OUTROS_TRANSTORNOS_DA_PRÓSTATA,1.1217678276276293
32,OUTRAS_DORSOPATIAS,1.120616918752395
29,LESÕES_ESMAG_AMPUT_TRAUMÁT_REG_ESP_E_MÚLTIP_CORPO,1.1084947642467748
42,RETARDO_MENTAL,1.0659708184880323
35,PNEUMONIA,1.0465541886496994
49,INFARTO_CEREBRAL,1.0257324406888262
72,ANEMIA_POR_DEFICIÊNCIA_DE_FERRO,0.9690137204952954
36,DOENÇA_ALCOÓLICA_DO_FÍGADO,0.9422230149600587
51,DOENÇA_DE_ALZHEIMER,0.9266151503398532
33,PESSOAS_EM_CONTATO_COM_SERV_SAÚDE_EXAME_E_INVESTIG,0.9097581764817294
44,TIREOTOXICOSE,0.9029169239159611
54,OUTROS_EFEITOS_E_NÃO_ESPEC_DE_CAUSAS_EXTERNAS,0.882988674353431
39,HEMORRÓIDAS,0.8803657118741702
89,TRANST_MENOPÁUSICOS_E_OUTR_TRANST_PERIMENOPÁUSICOS,0.8796247985319086
69,ENVENENAMENTO_POR_DROGAS_E_SUBSTÂNCIAS_BIOLÓGICAS,0.8587767020897583
46,NEOPL_MALIG_JUNÇÃO_RETOSSIGM_RETO_ÂNUS_CANAL_ANAL,0.8435100585524568
50,MG,0.8402136815270849
55,OUTRAS_COMPLICAÇÕES_DA_GRAVIDEZ_E_DO_PARTO,0.8125792455400541
43,INSUFICIÊNCIA_CARDÍACA,0.7957008441336422
67,FLEBITE_TROMBOFLEBITE_EMBOLIA_E_TROMBOSE_VENOSA,0.79334691521097
100,OUTRAS_DOENÇAS_DO_TRATO_RESPIRATÓRIO_SUPERIOR,0.7892926221501722
101,TÉTANO_NEONATAL,0.7885435736800832
66,OUTRAS_MALFORMAÇÕES_CONGÊNITAS,0.7857804573558664
92,GLAUCOMA,0.7840408971493917
47,NEOPLASIA_BENIGNA_DO_OVÁRIO,0.7770359070008588
63,DOENÇA_DIVERTICULAR_DO_INTESTINO,0.7550850671382389
78,NEOPLASIA_MALIGNA_DO_ENCÉFALO,0.6967299728651482
81,TRANSTORNOS_DE_CONDUÇÃO_E_ARRITMIAS_CARDÍACAS,0.6939617647258667
48,OUTRAS_DOENÇAS_DO_OUVIDO_E_DA_APÓFISE_MASTÓIDE,0.6895521031201787
70,MALÁRIA_NÃO_ESPECIFICADA,0.6895276484486738
60,FRATURA_DO_FÊMUR,0.6883798924661155
87,LEUCEMIA,0.6857940228762855
58,GO,0.6726657018729563
76,ARTROSE,0.6666205524821037
147,TRANSTORNOS_DE_HUMOR_[AFETIVOS],0.6624125812480187
