,Doenças,Moran BV I
0,ARTROSE,0.37039683364137455
1,NEOPLASIA_MALIGNA_DE_TRAQUÉIA_BRÔNQUIOS_E_PULMÕES,0.35340577593816686
2,TRANSTORNOS_DE_HUMOR_[AFETIVOS],0.3495082706762468
3,BRONQUITE_ENFISEMA_E_OUTR_DOENÇ_PULM_OBSTR_CRÔNIC,0.3187871660634476
4,DOENÇAS_DO_APÊNDICE,0.30685085329016637
5,NEOPL_MALIG_OUTR_LOCALIZ_MAL_DEF_SECUN_E_NÃO_ESPEC,0.3030963503241625
6,COLELITÍASE_E_COLECISTITE,0.297942126633772
7,TRANST_MENTAIS_E_COMPORTAMENTAIS_DEV_USO_DE_ÁLCOOL,0.29693309896655173
8,EMBOLIA_E_TROMBOSE_ARTERIAIS,0.29461486117677116
9,TRANST_DISCAIS_CERVIC_E_OUTR_TRANST_DISC_INTERVERT,0.28754465244234234
10,TRANSTORNOS_DOS_NERVOS_RAÍZES_E_PLEXOS_NERVOSOS,0.28427582045910127
11,NEOPLASIA_MALIGNA_DO_ENCÉFALO,0.2819908361981441
12,FLEBITE_TROMBOFLEBITE_EMBOLIA_E_TROMBOSE_VENOSA,0.2773685566435732
13,NEOPLASIA_MALIGNA_DO_CÓLON,0.27710207826014954
14,NEOPLASIA_MALIGNA_DA_PELE,0.2770098963370375
15,DEFORMIDADES_ADQUIRIDAS_DAS_ARTICULAÇÕES,0.27583723065746774
16,TRANSTORNOS_DE_CONDUÇÃO_E_ARRITMIAS_CARDÍACAS,0.2743063090474572
17,NEOPL_MALIG_JUNÇÃO_RETOSSIGM_RETO_ÂNUS_CANAL_ANAL,0.27375191687142425
18,TRANST_MENTAIS_COMPORT_DEV_USO_OUTR_SUBST_PSICOAT,0.2638394939809286
19,NEOPLASIA_MALIGNA_DO_ESÔFAGO,0.2573486915918145
20,OUTROS_TRANSTRONOS_ARTICULARES,0.2556604599397293
21,OUTRAS_NEOPLASIAS_MALIGNAS_DA_PELE,0.25440211960850834
22,NEOPLASIA_MALIGNA_DO_PÂNCREAS,0.25239830506460337
23,VEIAS_VARICOSAS_DAS_EXTREMIDADES_INFERIORES,0.2513986722805934
24,TRANSTORNOS_DA_DENSIDADE_E_DA_ESTRUTURA_ÓSSEAS,0.24952674657468055
25,TRANSTORNOS_DO_TECIDO_MOLE,0.23915015649442617
26,EMBOLIA_PULMONAR,0.2324143290183469
27,FRATURA_DO_FÊMUR,0.2241614708908929
28,OUTRAS_NEOPL_MALIG_ÓRG_RESPIRAT_E_INTRATORÁCICOS,0.21778518875434796
29,OUTRAS_DOENÇAS_ISQUÊMICAS_DO_CORAÇÃO,0.21303390568320635
30,NEOPLASIA_MALIGNA_DA_MAMA,0.2113115576569048
31,NEOPLASIA_MALIGNA_DO_LÁBIO_CAVIDADE_ORAL_E_FARINGE,0.20802555570281517
32,SEQÜEL_TRAUM_ENVEN_E_OUTR_CONSEQ_CAUSAS_EXTERNAS,0.20618931005907837
33,NEOPLASIA_MALIGNA_DO_ESTÔMAGO,0.20592303105788243
34,NEOPL_MALIG_FÍGADO_E_VIAS_BILIARES_INTRA-HEPÁTICAS,0.20215335777186155
35,NEOPLASIA_MALIGNA_DA_BEXIGA,0.1994673579366118
36,DOENÇA_DIVERTICULAR_DO_INTESTINO,0.1983777856441307
37,OUTRAS_DOENÇAS_DO_SISTEMA_NERVOSO,0.19771262366875597
38,OUTRAS_DOENÇAS_SIST_OSTEOMUSCULAR_E_TEC_CONJUNTIVO,0.18745980931253628
39,INSUFICIÊNCIA_RENAL,0.18667722289527242
40,OUTRAS_DOENÇAS_DO_NARIZ_E_DOS_SEIOS_PARANASAIS,0.1864847740394259
41,CERT_COMPL_PREC_TRAUM_COMPL_CIRÚRG_ASS_MÉDIC_NCOP,0.185595803424395
42,PANCREATITE_AGUDA_E_OUTRAS_DOENÇAS_DO_PÂNCREAS,0.18549462070119288
43,ACID_VASCULAR_CEREBR_ISQUÊM_TRANSIT_E_SÍNDR_CORREL,0.18535947729961694
44,DOENÇA_DE_PARKINSON,0.18270956447302328
45,LINFOMA_NÃO-HODGKIN,0.18181398103659877
46,FENDA_LABIAL_E_FENDA_PALATINA,0.18179222714218635
47,ARTEROESCLEROSE,0.17884185674662612
48,LEPTOSPIROSE_NÃO_ESPECIFICADA,0.17627284482327799
49,INFARTO_AGUDO_DO_MIOCÁRDIO,0.17540161088860265
50,TRANST_NEURÓT_E_RELACIONADOS_COM_STRESS_E_SOMATOF,0.1742233567704124
51,OUTRAS_NEOPL_MALIGNAS_ÓRGÃOS_GENITAIS_MASCULINOS,0.17059554770715776
52,OUTRAS_NEOPLASIAS_MALIGNAS_DO_TRATO_URINÁRIO,0.17029475892090493
53,LUXAÇÕES_ENTORSE_DISTENSÃO_REG_ESP_E_MÚLTIP_CORPO,0.16980167186081527
54,NEOPL_MALIG_OUTRAS_PARTES_SISTEMA_NERVOSO_CENTRAL,0.16814154155191346
55,FRATURA_DO_PESCOÇO_TÓRAX_OU_PELVE,0.16579594892220867
56,INSUFICIÊNCIA_CARDÍACA,0.16533594564939993
57,OUTRAS_DOENÇAS_DO_APARELHO_RESPIRATÓRIO,0.16319298180771555
58,HÉRNIA_INGUINAL,0.16194669664585543
59,NEOPL_MALIG_DO_TECIDO_MESOTELIAL_E_TECIDOS_MOLES,0.15805891627165075
