,Feature,Avg_importance
0,RS,0.42987875410770765
2,RJ,0.1085984966647697
3,SC,0.0835583710250485
1,BA,0.06845288780943627
6,PA,0.0635894178470336
9,INFECÇÕES_DA_PELE_E_DO_TECIDO_SUBCUTÂNEO,0.06243319962902133
4,PARTO_ÚNICO_ESPONTÂNEO,0.05929712727254566
8,CE,0.059170094107982865
5,TRANST_MENTAIS_COMPORT_DEV_USO_OUTR_SUBST_PSICOAT,0.058700624750583116
19,COLELITÍASE_E_COLECISTITE,0.053553590508985935
12,MG,0.05310221957126313
7,DOENÇAS_DO_APÊNDICE,0.052388810922529006
10,OUTRAS_HÉRNIAS,0.05220834627559712
11,BRONQUITE_ENFISEMA_E_OUTR_DOENÇ_PULM_OBSTR_CRÔNIC,0.047316927458057115
13,OUTRAS_NEOPLASIAS_MALIGNAS_DA_PELE,0.04400899588580827
24,LUXAÇÕES_ENTORSE_DISTENSÃO_REG_ESP_E_MÚLTIP_CORPO,0.04226276493180764
18,NEOPLASIA_MALIGNA_DA_MAMA,0.03979143243390476
22,PNEUMONIA,0.03856776270260762
25,NEOPLASIA_MALIGNA_DO_ESÔFAGO,0.038344677430586234
26,OUTRAS_DOENÇAS_DA_PELE_E_DO_TECIDO_SUBCUTÂNEO,0.03796423187033405
28,OUTRAS_DOENÇAS_INFECCIOSAS_E_PARASITÁRIAS,0.03737462961428333
41,TRABALHO_DE_PARTO_OBSTRUÍDO,0.0370913059655008
27,DIARRÉIA_E_GASTROENTERITE_ORIGEM_INFECC_PRESUMÍVEL,0.03672492550107059
21,PR,0.03668717757390527
16,OUTRAS_DOENÇAS_DOS_INTESTINOS_E_PERITÔNIO,0.03646066543496096
29,NEOPLASIA_MALIGNA_DO_CÓLON,0.03635427489703774
14,OUTRAS_DOENÇAS_SIST_OSTEOMUSCULAR_E_TEC_CONJUNTIVO,0.036249208650854445
65,ES,0.03558781118217737
15,NEOPLASIA_MALIGNA_DO_PÂNCREAS,0.03472091654485404
42,OUTRAS_COMPLICAÇÕES_DA_GRAVIDEZ_E_DO_PARTO,0.034565639197167666
17,OUTR_TRAUM_REG_ESPEC_NÃO_ESPEC_E_MÚLTIPLAS_CORPO,0.03379701343569894
34,OUTRAS_DOENÇAS_DO_APARELHO_URINÁRIO,0.03337957668172113
40,OUTRAS_DOENÇAS_VASCULARES_PERIFÉRICAS,0.031095142846964036
35,UROLITÍASE,0.030140468830287193
36,HIDROCELE_E_ESPERMATOCELE,0.029479904966071557
31,TRANST_DISCAIS_CERVIC_E_OUTR_TRANST_DISC_INTERVERT,0.02934581791828992
50,INSUFICIÊNCIA_RENAL,0.029284250541945455
30,LESÕES_ESMAG_AMPUT_TRAUMÁT_REG_ESP_E_MÚLTIP_CORPO,0.02918526030188103
