"Município";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"Total"
"150260 Colares";1;2;3;-;1;1;1;3;4;6;1;23
"150270 Conceição do Araguaia";19;9;11;9;14;6;4;6;4;4;4;90
"150275 Concórdia do Pará";3;3;5;3;7;2;8;11;18;7;16;83
"150276 Cumaru do Norte";2;-;1;4;1;1;2;3;1;-;3;18
"150277 Curionópolis";5;2;6;10;2;8;2;8;7;5;6;61
"150280 Curralinho";1;2;3;1;1;5;8;1;1;1;15;39
"150290 Curuçá";3;5;6;11;7;8;12;12;10;13;8;95
"150293 Dom Eliseu";2;5;10;10;6;8;13;7;1;6;7;75
"150295 Eldorado do Carajás";2;4;3;5;5;5;2;-;-;5;3;34
"150300 Faro";-;-;1;-;-;-;-;-;-;-;-;1
"150304 Floresta do Araguaia";11;5;4;4;3;-;-;1;5;6;3;42
"150307 Garrafão do Norte";1;10;7;7;4;4;11;8;10;11;15;88
"150309 Goianésia do Pará";20;24;25;18;14;-;-;2;1;10;2;116
"150310 Gurupá";1;2;3;1;1;-;-;2;2;7;5;24
"150320 Igarapé-Açu";6;9;17;15;16;22;24;20;13;15;9;166
"150330 Igarapé-Miri";9;10;9;111;6;13;36;17;10;20;31;272
"150340 Inhangapi";-;-;3;2;-;2;4;2;2;1;2;18
"150345 Ipixuna do Pará";10;6;13;9;11;8;13;13;11;8;11;113
"150350 Irituia";-;5;3;13;5;11;4;17;14;14;7;93
"150360 Itaituba";8;5;5;5;4;-;-;2;-;-;4;33
"150370 Itupiranga";1;4;2;5;5;3;2;-;2;6;3;33
"150375 Jacareacanga";-;-;-;1;-;-;-;-;-;-;-;1
"150380 Jacundá";9;6;9;10;15;5;5;4;-;-;2;65
"150390 Juruti";-;-;-;-;-;1;-;-;1;-;-;2
"150400 Limoeiro do Ajuru";-;3;4;4;2;2;14;1;2;1;2;35
"150405 Mãe do Rio";2;6;8;15;13;24;16;10;18;13;12;137
"150410 Magalhães Barata";-;3;-;2;1;3;1;2;2;2;1;17
"150420 Marabá";48;43;29;40;25;5;9;2;7;106;136;450
"150430 Maracanã";3;3;5;5;5;9;10;4;5;6;3;58
"150440 Marapanim";1;3;9;4;3;10;9;11;7;11;10;78
"150442 Marituba";15;44;39;42;48;76;88;78;80;72;62;644
"150445 Medicilândia";2;2;6;13;11;-;-;-;3;2;-;39
"150450 Melgaço";-;-;-;2;-;-;-;2;6;5;5;20
"150460 Mocajuba";-;2;7;4;7;9;11;7;20;15;12;94
"150470 Moju";8;5;21;11;9;14;19;36;34;16;19;192
"150480 Monte Alegre";-;3;2;4;-;3;2;3;2;2;4;25
"150490 Muaná";3;-;1;4;3;1;4;12;4;6;6;44
"150495 Nova Esperança do Piriá";-;3;5;6;9;8;8;11;13;7;6;76
"150497 Nova Ipixuna";1;1;-;-;-;-;-;-;-;1;3;6
"150500 Nova Timboteua";2;2;7;6;3;7;9;3;4;6;-;49
"150503 Novo Progresso";8;3;10;30;21;-;-;2;-;1;-;75
"150506 Novo Repartimento";12;25;17;24;25;5;-;3;9;6;11;137
"150510 Óbidos";-;-;2;-;-;-;-;-;-;-;-;2
"150520 Oeiras do Pará";-;2;4;4;3;4;6;8;3;1;5;40
"150530 Oriximiná";1;-;2;-;-;1;2;1;2;1;-;10
"150540 Ourém";1;2;13;5;3;1;7;2;15;10;7;66
"150543 Ourilândia do Norte";9;10;6;1;1;3;-;3;1;-;3;37
"150548 Pacajá";2;6;9;15;12;1;3;6;19;9;8;90
"150549 Palestina do Pará";6;-;4;8;3;1;3;1;3;4;3;36
"150550 Paragominas";8;7;7;4;6;12;28;23;17;15;27;154
"150553 Parauapebas";32;21;50;54;57;18;30;17;95;144;164;682
"150555 Pau D'Arco";2;-;6;2;2;1;-;2;1;1;1;18
"150560 Peixe-Boi";-;1;1;-;2;4;-;1;-;4;3;16
"150563 Piçarra";8;13;10;16;5;2;1;-;-;1;1;57
"150565 Placas";1;1;1;3;-;1;4;13;6;9;2;41
"150570 Ponta de Pedras";3;9;5;9;2;7;7;6;6;14;9;77
"150580 Portel";8;4;4;7;2;1;9;11;7;8;11;72
"150590 Porto de Moz";1;4;-;2;1;-;-;1;1;-;-;10
"150600 Prainha";2;4;4;5;2;1;-;1;-;2;-;21
"150610 Primavera";1;1;4;4;2;5;5;3;7;8;4;44
"150611 Quatipuru";-;-;4;3;2;-;-;1;3;2;1;16
"150613 Redenção";47;53;28;26;15;11;11;15;12;14;15;247
"150616 Rio Maria";3;5;2;7;2;1;-;3;1;1;3;28
"150618 Rondon do Pará";7;5;8;8;2;1;2;1;-;1;2;37
"150619 Rurópolis";1;1;1;6;3;-;1;1;-;-;2;16
"150620 Salinópolis";2;4;10;5;5;10;12;16;10;14;13;101
"150630 Salvaterra";-;4;-;1;3;-;1;5;2;2;4;22
"150635 Santa Bárbara do Pará";1;3;3;2;7;8;22;20;9;16;12;103
"150640 Santa Cruz do Arari";-;-;2;-;2;1;2;2;-;-;2;11
"150650 Santa Izabel do Pará";9;10;12;13;25;35;46;38;36;31;31;286
"150655 Santa Luzia do Pará";-;2;10;7;4;5;3;8;4;7;6;56
"150658 Santa Maria das Barreiras";3;4;1;1;1;1;1;-;-;-;2;14
"150660 Santa Maria do Pará";1;10;5;2;6;9;18;15;10;10;16;102
"150670 Santana do Araguaia";9;11;24;16;11;3;1;1;2;2;-;80
"150680 Santarém";2;1;4;3;3;4;4;15;2;-;5;43
"150690 Santarém Novo";2;1;1;3;2;-;2;1;-;-;1;13
"150700 Santo Antônio do Tauá";2;8;14;6;5;18;15;11;14;5;12;110
"150710 São Caetano de Odivelas";-;3;5;1;5;3;8;14;10;12;12;73
"150715 São Domingos do Araguaia";20;10;10;14;7;3;1;-;1;3;2;71
"150720 São Domingos do Capim";-;1;2;5;5;8;8;4;11;9;7;60
"150730 São Félix do Xingu";9;44;57;47;35;28;16;9;25;22;21;313
"150740 São Francisco do Pará";4;8;-;3;4;4;4;7;11;2;1;48
"150745 São Geraldo do Araguaia";16;19;17;12;6;1;-;-;-;1;7;79
"150746 São João da Ponta";-;-;-;-;-;-;1;3;-;4;3;11
"150747 São João de Pirabas";3;4;2;1;3;3;5;4;7;15;7;54
"150750 São João do Araguaia";4;4;3;1;4;2;-;1;-;-;-;19
"150760 São Miguel do Guamá";4;11;11;13;9;7;18;24;27;29;29;182
"150770 São Sebastião da Boa Vista";2;2;1;3;5;-;8;6;6;7;3;43
"150775 Sapucaia";5;7;4;9;8;-;3;1;-;2;-;39
"150780 Senador José Porfírio";-;-;2;3;2;-;1;-;-;-;2;10
"150790 Soure";1;3;2;2;2;6;12;1;3;3;2;37
"150795 Tailândia";14;18;11;15;29;15;28;18;13;9;16;186
"150796 Terra Alta";-;-;3;5;3;2;5;3;5;6;5;37
"150797 Terra Santa";-;-;-;-;-;-;-;-;-;-;1;1
"150800 Tomé-Açu";8;6;7;11;13;21;24;32;15;13;12;162
"150803 Tracuateua";2;11;6;7;14;12;10;12;16;31;17;138
"150805 Trairão";2;-;3;3;4;-;-;3;5;3;1;24
"150808 Tucumã";14;10;4;3;2;-;2;2;7;4;4;52
"150810 Tucuruí";94;175;153;145;83;2;-;2;6;2;5;667
"150812 Ulianópolis";1;-;5;3;7;4;7;3;4;1;1;36
"150815 Uruará";1;-;10;1;7;-;-;-;1;2;2;24
"150820 Vigia";5;9;10;11;21;19;19;23;33;19;21;190
"150830 Viseu";3;5;7;11;7;6;9;9;13;21;20;111
"150835 Vitória do Xingu";-;-;6;6;4;-;-;-;1;-;1;18
"150840 Xinguara";24;19;14;13;16;4;3;1;1;1;23;119
"160010 Amapá";-;-;-;-;-;1;7;2;3;3;9;25
"160020 Calçoene";6;44;6;14;9;13;6;3;8;2;8;119
"160021 Cutias";-;-;2;-;-;-;1;-;-;1;-;4
"160023 Ferreira Gomes";-;-;-;-;-;-;-;-;-;-;1;1
"160025 Itaubal";-;-;1;-;-;-;-;-;-;-;-;1
"160027 Laranjal do Jari";-;2;10;6;12;-;3;1;2;2;3;41
"160030 Macapá";54;46;201;79;70;21;36;9;54;56;28;654
"160040 Mazagão";-;-;3;-;1;-;-;-;-;-;-;4
"160050 Oiapoque";2;1;1;1;1;7;14;-;1;4;6;38
"160015 Pedra Branca do Amapari";-;1;-;-;-;-;-;-;1;2;-;4
"160053 Porto Grande";-;-;-;-;-;-;1;-;-;-;-;1
"160060 Santana";10;11;28;14;10;4;7;1;11;16;5;117
"160005 Serra do Navio";-;-;1;1;-;-;-;-;-;-;-;2
"160070 Tartarugalzinho";-;-;-;-;-;-;-;-;-;-;1;1
"160080 Vitória do Jari";-;-;-;-;-;-;-;-;-;-;1;1
"170025 Abreulândia";2;4;-;-;-;-;-;1;2;-;-;9
"170030 Aguiarnópolis";3;5;2;2;6;5;3;2;2;2;1;33
"170035 Aliança do Tocantins";1;6;4;2;3;1;5;4;4;5;5;40
"170040 Almas";1;2;6;15;1;4;-;1;-;-;-;30
"170070 Alvorada";1;1;8;11;33;8;12;5;2;10;2;93
"170100 Ananás";10;4;9;13;10;5;6;3;10;11;7;88
"170105 Angico";1;1;-;3;-;1;2;-;2;-;-;10
"170110 Aparecida do Rio Negro";2;4;2;7;5;5;4;3;7;1;1;41
"170130 Aragominas";6;9;9;9;6;6;14;8;8;4;5;84
"170190 Araguacema";3;2;6;3;7;2;1;4;1;2;4;35
"170200 Araguaçu";7;2;-;4;5;3;2;4;2;16;5;50
"170210 Araguaína";285;288;259;296;327;209;243;217;124;206;203;2657
"170215 Araguanã";2;6;3;3;4;2;2;2;3;4;1;32
"170220 Araguatins";10;13;16;11;4;3;4;2;4;3;3;73
"170230 Arapoema";7;8;6;9;7;6;6;2;5;2;4;62
"170240 Arraias";7;9;8;7;9;4;8;6;6;8;4;76
"170255 Augustinópolis";9;11;5;7;10;-;4;5;-;7;1;59
"170290 Axixá do Tocantins";6;10;4;9;8;4;5;4;-;2;-;52
"170300 Babaçulândia";8;7;10;7;6;4;5;1;3;4;16;71
"170305 Bandeirantes do Tocantins";10;6;1;8;2;-;-;1;2;2;-;32
"170307 Barra do Ouro";2;5;2;8;5;4;6;-;2;1;1;36
"170310 Barrolândia";4;11;8;7;3;3;5;2;1;4;-;48
"170320 Bernardo Sayão";9;2;2;4;4;2;2;1;-;-;1;27
"170330 Bom Jesus do Tocantins";3;2;6;3;3;3;2;-;6;-;-;28
"170360 Brasilândia do Tocantins";-;-;-;1;-;1;-;-;-;1;-;3
"170370 Brejinho de Nazaré";14;10;5;2;5;2;6;1;3;9;4;61
"170380 Buriti do Tocantins";10;16;12;5;6;5;3;-;1;5;1;64
"170382 Cachoeirinha";2;1;1;4;1;3;1;-;-;-;-;13
"170384 Campos Lindos";2;1;1;4;2;3;4;1;-;1;2;21
"170386 Cariri do Tocantins";3;-;5;-;1;4;-;9;3;1;5;31
"170388 Carmolândia";4;7;6;3;4;4;2;3;4;1;1;39
"170389 Carrasco Bonito";4;4;4;2;5;3;2;-;-;-;-;24
"170390 Caseara";2;1;1;1;4;1;-;3;-;2;2;17
"170410 Centenário";3;3;2;3;-;-;1;2;-;-;-;14
"170510 Chapada da Natividade";1;-;-;-;1;1;2;-;-;1;2;8
"170460 Chapada de Areia";-;-;-;-;2;-;-;1;-;-;-;3
"170550 Colinas do Tocantins";32;24;18;30;23;11;25;4;15;13;17;212
"171670 Colméia";7;7;11;5;8;3;3;4;1;2;-;51
"170555 Combinado";-;1;5;6;4;5;5;1;2;1;-;30
"170560 Conceição do Tocantins";3;-;2;5;2;2;6;4;4;2;-;30
"170600 Couto Magalhães";5;9;14;10;6;6;1;-;1;-;8;60
"170610 Cristalândia";6;12;4;12;6;2;3;1;3;3;3;55
"170625 Crixás do Tocantins";-;-;-;-;1;-;2;-;-;1;1;5
"170650 Darcinópolis";7;10;15;11;9;2;5;2;-;2;1;64
"170700 Dianópolis";4;4;10;10;6;5;10;6;5;3;5;68
"170710 Divinópolis do Tocantins";6;2;6;2;5;2;1;3;-;1;1;29
"170720 Dois Irmãos do Tocantins";2;4;2;4;3;4;2;2;1;3;-;27
"170730 Dueré";3;5;2;9;1;1;8;4;4;7;5;49
"170740 Esperantina";3;5;9;9;5;2;4;7;3;-;1;48
"170755 Fátima";4;1;8;4;10;3;3;3;-;2;1;39
"170765 Figueirópolis";2;1;3;8;7;3;4;1;3;3;4;39
"170770 Filadélfia";12;8;12;10;13;5;8;5;6;2;2;83
"170820 Formoso do Araguaia";13;5;8;6;12;20;13;4;17;17;7;122
"170825 Fortaleza do Tabocão";1;-;1;1;2;1;1;-;-;-;-;7
"170830 Goianorte";1;-;1;2;-;-;1;2;-;4;1;12
"170900 Goiatins";8;8;7;10;9;5;8;6;2;5;7;75
"170930 Guaraí";25;25;20;21;20;17;17;8;13;18;16;200
"170950 Gurupi";130;114;128;149;132;99;104;84;74;110;86;1210
"170980 Ipueiras";-;-;1;2;3;-;2;1;6;-;-;15
"171050 Itacajá";5;5;6;6;6;3;4;-;2;-;-;37
"171070 Itaguatins";1;5;3;2;-;1;-;1;-;1;2;16
"171090 Itapiratins";1;4;3;2;1;-;-;-;-;-;-;11
"171110 Itaporã do Tocantins";-;-;2;3;1;1;-;-;-;1;-;8
"171150 Jaú do Tocantins";1;-;-;-;1;-;1;1;1;3;-;8
"171180 Juarina";-;5;3;2;4;3;-;-;1;3;2;23
"171190 Lagoa da Confusão";3;4;4;5;8;5;-;3;2;5;2;41
"171195 Lagoa do Tocantins";-;-;3;1;1;1;-;2;1;3;-;12
"171200 Lajeado";1;3;1;5;11;1;2;3;2;-;3;32
"171215 Lavandeira";-;-;-;1;-;-;-;-;-;-;-;1
"171240 Lizarda";-;2;-;1;2;1;-;-;1;-;1;8
"171245 Luzinópolis";-;-;-;-;3;1;1;-;1;-;-;6
"171250 Marianópolis do Tocantins";1;3;3;3;3;4;2;2;3;-;2;26
"171270 Mateiros";-;1;1;1;-;1;-;1;1;-;-;6
"171280 Maurilândia do Tocantins";3;1;1;2;-;-;-;-;-;-;-;7
"171320 Miracema do Tocantins";10;12;19;20;36;17;16;6;7;7;4;154
"171330 Miranorte";6;10;9;4;23;18;14;17;6;6;4;117
"171360 Monte do Carmo";2;1;1;3;4;6;6;1;4;2;3;33
"171370 Monte Santo do Tocantins";-;1;-;-;-;-;2;1;2;-;-;6
"171395 Muricilândia";2;2;1;2;2;2;3;-;2;2;-;18
"171420 Natividade";6;11;3;4;7;5;6;7;8;2;7;66
"171430 Nazaré";1;1;2;6;1;1;6;4;3;9;3;37
"171488 Nova Olinda";8;9;8;17;12;10;13;12;14;6;5;114
"171500 Nova Rosalândia";-;-;1;1;2;1;3;1;-;-;1;10
"171510 Novo Acordo";2;2;5;2;3;3;3;-;2;-;2;24
"171515 Novo Alegre";-;-;2;3;3;1;-;-;2;-;2;13
"171525 Novo Jardim";2;1;1;-;-;-;-;-;-;-;-;4
"171550 Oliveira de Fátima";3;1;3;-;1;-;2;-;4;1;1;16
"172100 Palmas";209;203;246;254;332;197;202;182;179;200;122;2326
"171570 Palmeirante";6;5;2;4;3;5;1;-;1;2;1;30
"171380 Palmeiras do Tocantins";1;1;4;9;7;5;-;3;1;-;2;33
"171575 Palmeirópolis";2;1;4;3;3;3;2;3;3;2;2;28
"171610 Paraíso do Tocantins";7;5;15;26;38;11;40;34;27;28;39;270
"171620 Paranã";7;8;6;5;3;1;1;3;2;7;8;51
"171630 Pau D'Arco";10;8;8;7;8;4;-;1;-;-;1;47
"171650 Pedro Afonso";3;6;7;9;3;3;7;6;7;2;3;56
"171660 Peixe";4;2;2;1;3;3;9;-;-;4;5;33
"171665 Pequizeiro";5;5;2;1;1;1;1;-;-;-;1;17
"171700 Pindorama do Tocantins";1;1;1;4;3;1;6;4;5;2;1;29
"171720 Piraquê";2;4;3;1;2;-;-;-;5;4;1;22
"171750 Pium";8;8;1;9;6;-;4;-;1;5;13;55
"171780 Ponte Alta do Bom Jesus";-;-;-;1;2;-;-;-;1;1;-;5
"171790 Ponte Alta do Tocantins";1;2;6;2;6;2;4;2;2;2;3;32
"171800 Porto Alegre do Tocantins";1;1;2;-;-;-;1;-;-;-;1;6
"171820 Porto Nacional";33;15;30;58;100;103;109;60;93;58;78;737
"171830 Praia Norte";1;5;1;1;1;3;4;1;1;-;-;18
"171840 Presidente Kennedy";5;1;5;3;2;1;1;-;1;1;-;20
"171845 Pugmil";-;1;-;3;2;-;3;2;3;4;1;19
"171850 Recursolândia";1;1;3;2;1;1;1;1;2;-;1;14
"171855 Riachinho";1;3;1;1;3;2;6;1;-;2;1;21
"171865 Rio da Conceição";3;2;-;-;-;-;1;2;1;-;1;10
"171870 Rio dos Bois";1;4;3;4;1;-;-;1;1;1;-;16
"171875 Rio Sono";3;2;2;-;2;-;4;2;4;3;2;24
"171880 Sampaio";2;1;2;1;1;2;-;-;-;1;-;10
"171884 Sandolândia";2;2;1;-;-;2;1;1;2;2;3;16
"171886 Santa Fé do Araguaia";4;3;4;11;6;3;4;1;1;4;5;46
"171888 Santa Maria do Tocantins";2;-;-;6;2;1;-;1;2;1;1;16
"171889 Santa Rita do Tocantins";4;8;4;2;1;4;1;3;3;2;2;34
"171890 Santa Rosa do Tocantins";-;1;1;1;-;2;9;2;4;1;-;21
"171900 Santa Tereza do Tocantins";-;2;1;1;3;3;3;3;1;-;-;17
"172000 Santa Terezinha do Tocantins";1;1;2;1;2;-;2;2;3;1;-;15
"172010 São Bento do Tocantins";3;1;2;2;2;1;-;-;-;1;-;12
"172015 São Félix do Tocantins";-;-;-;1;1;-;2;3;1;1;2;11
"172020 São Miguel do Tocantins";1;1;-;1;2;1;-;-;2;4;-;12
"172025 São Salvador do Tocantins";1;3;1;2;1;1;2;1;1;2;-;15
"172030 São Sebastião do Tocantins";1;1;-;5;2;1;-;-;-;1;-;11
"172049 São Valério";5;1;4;10;8;4;3;2;8;5;3;53
"172065 Silvanópolis";2;3;1;7;4;4;2;-;1;3;2;29
"172080 Sítio Novo do Tocantins";6;4;5;4;2;-;1;-;11;-;-;33
"172085 Sucupira";-;-;-;4;-;1;2;-;3;-;-;10
"172090 Taguatinga";1;3;3;2;3;3;-;2;2;1;-;20
"172093 Taipas do Tocantins";-;2;3;-;-;-;-;-;-;-;1;6
"172097 Talismã";2;-;1;5;4;2;4;1;1;2;-;22
"172110 Tocantínia";4;5;2;8;4;6;8;2;-;1;2;42
"172120 Tocantinópolis";18;20;19;16;10;7;23;18;43;33;27;234
"172125 Tupirama";5;3;4;3;3;-;-;1;1;1;-;21
"172130 Tupiratins";3;-;1;-;1;1;-;-;1;1;-;8
"172208 Wanderlândia";11;11;9;15;7;4;11;14;7;7;9;105
"172210 Xambioá";20;9;12;12;14;12;6;8;12;5;3;113
"210005 Açailândia";62;53;51;37;19;16;54;34;34;39;33;432
"210010 Afonso Cunha";1;-;-;-;-;-;1;-;1;-;1;4
"210015 Água Doce do Maranhão";9;2;3;-;7;3;2;3;3;5;7;44
"210020 Alcântara";5;3;4;4;7;6;9;7;8;5;4;62
"210030 Aldeias Altas";6;10;1;-;-;-;-;-;2;-;-;19
"210040 Altamira do Maranhão";5;2;1;-;-;2;1;2;-;2;1;16
"210043 Alto Alegre do Maranhão";16;16;13;14;15;21;16;14;14;6;9;154
"210047 Alto Alegre do Pindaré";7;5;10;13;4;3;1;3;6;4;11;67
"210050 Alto Parnaíba";3;5;4;6;3;3;3;6;7;4;3;47
"210055 Amapá do Maranhão";5;-;-;1;1;-;-;1;1;-;-;9
"210060 Amarante do Maranhão";12;15;7;12;1;6;4;8;8;18;48;139
"210070 Anajatuba";12;6;7;4;3;2;7;7;10;3;3;64
"210080 Anapurus";2;3;1;2;-;-;2;2;3;1;-;16
"210083 Apicum-Açu";-;1;1;5;4;2;2;2;7;4;3;31
"210087 Araguanã";9;5;4;2;14;5;3;-;-;3;2;47
"210090 Araioses";21;19;18;23;20;17;22;17;7;15;16;195
"210095 Arame";18;14;7;16;8;8;7;7;9;18;9;121
"210100 Arari";13;3;8;11;8;10;6;15;17;17;13;121
"210110 Axixá";7;6;4;6;8;13;7;8;11;11;7;88
"210120 Bacabal";39;30;28;27;22;30;30;28;37;34;39;344
"210125 Bacabeira";4;2;5;3;6;2;6;13;19;8;9;77
"210130 Bacuri";8;3;8;5;10;4;5;10;6;11;2;72
"210135 Bacurituba";2;-;-;-;-;-;1;-;1;2;3;9
"210140 Balsas";31;39;43;34;13;13;13;6;5;9;13;219
"210150 Barão de Grajaú";-;1;1;-;1;-;1;-;1;1;1;7
"210160 Barra do Corda";33;30;33;27;7;16;28;16;17;7;13;227
"210170 Barreirinhas";13;6;11;9;10;19;12;15;16;17;17;145
"210177 Bela Vista do Maranhão";6;3;5;5;3;3;4;8;3;1;4;45
"210173 Belágua";1;1;1;-;2;1;1;3;1;2;1;14
"210180 Benedito Leite";-;7;13;6;11;1;1;4;4;4;2;53
"210190 Bequimão";15;2;3;7;2;6;9;7;5;6;6;68
"210193 Bernardo do Mearim";1;-;2;-;-;1;3;2;1;-;-;10
"210197 Boa Vista do Gurupi";-;-;-;2;1;2;2;2;1;-;-;10
"210200 Bom Jardim";14;10;7;6;6;8;6;15;5;15;9;101
"210203 Bom Jesus das Selvas";3;5;8;-;8;9;6;10;8;5;6;68
"210207 Bom Lugar";1;2;1;2;-;1;5;5;1;4;4;26
"210210 Brejo";12;8;12;11;9;21;15;9;7;10;5;119
"210215 Brejo de Areia";5;1;3;2;2;2;3;1;5;2;1;27
"210220 Buriti";15;10;8;9;12;8;10;3;12;4;2;93
"210230 Buriti Bravo";8;7;1;1;1;3;2;1;5;10;3;42
"210232 Buriticupu";40;32;30;30;15;17;16;29;37;19;14;279
"210235 Buritirana";13;21;16;12;2;-;-;-;3;-;3;70
"210237 Cachoeira Grande";2;3;3;3;1;4;2;4;3;2;4;31
"210240 Cajapió";4;2;8;8;5;3;2;5;4;3;3;47
"210250 Cajari";2;1;3;11;13;8;9;9;11;9;7;83
"210255 Campestre do Maranhão";9;14;17;14;1;-;-;-;-;-;3;58
"210260 Cândido Mendes";5;8;4;6;4;9;8;4;6;10;8;72
"210270 Cantanhede";6;5;5;-;1;7;4;17;13;12;10;80
"210275 Capinzal do Norte";6;4;1;1;8;4;4;2;1;2;2;35
"210280 Carolina";33;17;23;19;13;1;9;-;4;4;3;126
"210290 Carutapera";5;2;3;4;3;12;9;19;8;8;2;75
"210300 Caxias";984;981;978;963;957;11;18;23;22;24;20;4981
"210310 Cedral";-;-;2;4;6;3;-;2;-;3;2;22
"210312 Central do Maranhão";13;5;3;7;4;1;7;9;5;3;2;59
"210315 Centro do Guilherme";-;1;1;-;-;2;3;4;1;1;-;13
"210317 Centro Novo do Maranhão";7;4;2;1;3;5;5;1;5;3;3;39
"210320 Chapadinha";23;11;13;16;8;14;11;21;23;17;17;174
"210325 Cidelândia";5;2;4;4;-;2;-;1;-;2;9;29
"210330 Codó";50;45;54;53;55;31;53;54;63;58;76;592
"210340 Coelho Neto";14;8;10;8;7;28;22;24;24;16;22;183
"210350 Colinas";9;10;6;7;5;8;8;7;4;13;15;92
"210355 Conceição do Lago-Açu";1;3;1;-;1;1;1;4;8;11;10;41
"210360 Coroatá";23;9;16;13;14;36;30;17;9;26;19;212
"210370 Cururupu";8;3;22;14;15;1;2;3;6;11;17;102
"210375 Davinópolis";26;23;25;21;-;-;-;-;-;3;1;99
"210380 Dom Pedro";6;3;9;4;5;6;5;8;2;4;1;53
"210390 Duque Bacelar";3;2;1;1;4;-;2;2;3;2;3;23
"210400 Esperantinópolis";9;5;11;5;2;8;5;3;6;14;5;73
"210405 Estreito";26;26;24;13;7;2;3;4;-;1;7;113
"210407 Feira Nova do Maranhão";3;1;1;1;1;-;-;-;1;-;-;8
"210408 Fernando Falcão";-;-;-;-;-;-;-;3;-;-;1;4
"210409 Formosa da Serra Negra";2;1;2;1;-;1;-;2;3;1;4;17
"210410 Fortaleza dos Nogueiras";7;6;6;4;7;6;1;4;4;3;2;50
"210420 Fortuna";8;5;4;3;1;4;5;-;2;4;5;41
"210430 Godofredo Viana";3;1;3;-;1;4;10;7;4;5;2;40
"210440 Gonçalves Dias";6;6;6;5;3;3;2;2;-;8;2;43
"210450 Governador Archer";1;1;2;2;1;4;3;3;4;8;9;38
"210455 Governador Edison Lobão";9;12;20;16;-;1;-;-;-;-;-;58
"210460 Governador Eugênio Barros";7;2;3;3;2;1;2;-;2;-;-;22
"210462 Governador Luiz Rocha";8;1;3;-;-;-;1;-;-;3;2;18
"210465 Governador Newton Bello";2;1;2;2;6;-;1;2;1;5;1;23
"210467 Governador Nunes Freire";7;5;6;7;12;19;8;12;11;9;5;101
"210470 Graça Aranha";-;1;1;1;1;2;3;1;-;-;-;10
"210480 Grajaú";15;22;33;26;12;10;11;10;11;9;8;167
"210490 Guimarães";-;-;3;6;5;3;4;7;7;3;3;41
"210500 Humberto de Campos";5;10;7;7;12;16;8;10;11;20;15;121
"210510 Icatu";3;4;2;4;2;4;3;4;5;4;7;42
"210515 Igarapé do Meio";-;2;1;3;2;4;4;6;3;2;4;31
"210520 Igarapé Grande";5;4;4;7;1;2;2;2;2;2;-;31
"210530 Imperatriz";417;567;550;470;29;18;22;14;27;12;7;2133
"210535 Itaipava do Grajaú";5;4;2;5;2;1;2;8;3;10;11;53
"210540 Itapecuru Mirim";30;31;22;24;27;20;34;43;61;50;48;390
"210542 Itinga do Maranhão";15;19;27;8;5;6;8;8;7;5;4;112
"210545 Jatobá";1;1;3;1;2;3;-;1;1;7;15;35
"210547 Jenipapo dos Vieiras";-;-;2;1;-;-;6;2;2;4;7;24
"210550 João Lisboa";36;30;32;20;2;-;3;1;2;-;-;126
"210560 Joselândia";2;-;3;2;2;3;2;5;9;3;6;37
"210565 Junco do Maranhão";1;3;1;5;2;4;2;5;6;6;3;38
"210570 Lago da Pedra";40;15;19;12;11;10;24;15;17;20;20;203
"210580 Lago do Junco";3;5;1;-;-;2;1;1;3;2;-;18
"210594 Lago dos Rodrigues";3;3;1;3;1;-;4;2;3;4;-;24
"210590 Lago Verde";6;11;9;10;6;13;13;7;13;6;1;95
"210592 Lagoa do Mato";2;2;2;1;1;4;-;-;1;-;-;13
"210596 Lagoa Grande do Maranhão";1;2;2;2;1;3;1;7;1;2;2;24
"210598 Lajeado Novo";-;3;5;2;-;-;-;1;1;-;-;12
"210600 Lima Campos";9;11;8;8;7;14;11;14;17;7;8;114
"210610 Loreto";7;2;3;1;2;-;3;-;3;-;-;21
"210620 Luís Domingues";-;1;-;2;2;2;2;2;1;2;2;16
"210630 Magalhães de Almeida";8;4;4;10;3;4;2;3;2;5;-;45
"210632 Maracaçumé";11;5;6;-;2;7;11;15;16;9;10;92
"210635 Marajá do Sena";-;-;-;1;-;2;1;-;-;-;-;4
"210637 Maranhãozinho";4;3;2;7;3;3;3;9;8;6;8;56
"210640 Mata Roma";3;4;1;1;1;4;5;4;4;2;1;30
"210650 Matinha";4;4;7;10;13;6;4;7;5;15;15;90
"210660 Matões";14;14;13;17;8;13;5;4;8;9;8;113
"210663 Matões do Norte";4;4;3;2;2;3;3;3;8;5;3;40
"210667 Milagres do Maranhão";3;1;4;-;4;3;8;6;4;2;3;38
"210670 Mirador";3;4;3;2;4;4;5;1;-;3;-;29
"210675 Miranda do Norte";15;9;7;12;9;8;13;9;11;11;11;115
"210680 Mirinzal";3;1;4;2;5;1;4;2;3;2;5;32
"210690 Monção";23;15;8;8;6;11;15;9;16;18;11;140
"210700 Montes Altos";12;8;10;9;1;-;-;-;1;1;1;43
"210710 Morros";6;4;3;5;3;8;6;9;11;17;8;80
"210720 Nina Rodrigues";4;2;2;2;3;4;5;5;5;3;5;40
"210725 Nova Colinas";3;1;-;3;1;1;-;-;1;2;-;12
