"Município";"2007/Jan";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"Total"
"351570 Ferraz de Vasconcelos";-;-;-;-;1;-;2;4;7;4;1;3;3;3;2;2;2;-;1;2;-;1;3;1;-;2;-;-;1;1;1;-;-;5;4;3;4;4;5;2;3;2;2;2;2;2;5;1;5;2;6;9;2;2;6;2;2;2;5;2;5;4;5;3;2;1;-;5;1;3;5;2;3;2;1;3;1;3;-;2;3;-;-;2;4;2;5;5;3;1;1;4;1;1;2;5;6;2;1;-;1;1;2;-;1;2;7;3;3;7;5;3;5;4;3;3;4;1;4;4;2;2;8;1;1;3;6;2;2;4;7;-;2;2;2;7;6;4;5;5;5;5;6;5;4;1;8;3;2;3;3;2;4;1;-;1;424
"351580 Flora Rica";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;14
"351590 Floreal";-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"351600 Flórida Paulista";-;-;-;-;-;1;1;-;1;-;1;-;-;1;1;2;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;1;1;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;1;1;-;-;-;-;1;-;-;-;1;1;-;1;1;2;3;2;1;1;-;-;2;-;-;2;-;2;-;1;-;-;-;1;3;2;2;4;2;3;1;2;1;1;1;2;-;1;3;3;-;1;-;-;85
"351610 Florínia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"351620 Franca";-;-;-;-;1;9;18;13;17;12;11;11;10;12;10;9;7;10;15;8;8;13;12;7;12;17;17;12;6;5;7;8;6;7;8;9;5;-;9;12;12;11;16;8;10;9;12;18;16;16;3;9;11;12;10;4;11;11;9;6;10;10;8;7;10;10;7;13;9;9;12;12;19;11;8;16;14;11;13;8;11;12;7;16;3;8;10;13;9;6;9;12;16;7;10;13;18;11;13;14;8;10;16;10;10;14;7;11;9;6;9;10;10;8;10;9;16;9;10;8;8;8;10;10;6;11;9;10;8;7;12;7;7;6;14;21;14;9;12;10;17;25;8;20;10;8;6;17;14;19;12;20;13;5;9;4;1608
"351630 Francisco Morato";-;-;-;-;-;-;3;5;1;2;1;3;2;1;1;-;1;-;2;-;-;2;-;3;1;1;1;6;2;5;-;4;1;-;4;2;-;-;2;4;2;2;1;1;-;1;3;1;1;2;2;2;2;3;1;-;3;2;6;2;3;1;-;1;1;-;5;1;1;2;3;1;3;1;-;2;3;2;-;2;1;-;-;-;-;2;2;1;5;3;2;1;4;-;3;-;3;2;3;2;1;2;2;1;2;1;-;1;2;1;2;1;1;2;1;1;1;-;2;3;1;1;5;2;3;2;3;1;-;1;4;2;1;3;3;4;3;1;6;1;4;1;3;3;3;2;2;2;3;1;2;2;3;1;2;1;272
"351640 Franco da Rocha";-;-;-;-;-;4;3;4;3;1;2;4;1;3;6;3;5;2;2;5;2;3;1;1;-;5;3;2;4;6;3;5;8;4;2;5;6;2;2;2;1;2;5;3;2;2;1;-;1;1;2;-;1;-;5;1;1;4;1;3;-;1;1;7;2;-;-;1;2;-;1;-;2;1;-;1;2;2;4;3;2;1;-;2;-;3;2;2;-;-;-;2;3;1;-;-;-;2;1;2;3;3;1;2;-;1;3;1;3;3;2;2;2;-;1;1;2;1;3;1;-;1;1;2;3;2;1;-;4;3;7;2;3;-;2;2;-;2;3;1;-;2;2;2;2;3;3;3;3;3;5;-;2;4;2;-;313
"351650 Gabriel Monteiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"351660 Gália";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;1;1;2;-;-;-;-;-;-;-;20
"351670 Garça";-;-;-;-;-;1;1;2;6;5;3;1;3;2;-;2;3;3;2;3;1;2;1;-;-;2;2;-;2;3;1;-;1;1;1;1;-;2;-;1;3;2;-;1;1;1;-;-;-;1;-;-;2;-;1;-;2;-;1;-;1;-;-;3;-;1;1;-;3;-;-;1;1;3;-;3;1;1;1;-;-;2;2;1;-;2;1;1;2;-;-;2;-;-;2;-;2;1;2;1;-;2;4;1;-;1;2;2;3;1;1;-;1;2;1;1;1;1;-;1;1;-;-;1;1;-;2;1;1;-;1;1;1;-;1;-;1;-;-;-;-;-;1;1;1;3;1;-;-;-;-;-;1;-;-;-;159
"351680 Gastão Vidigal";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"351685 Gavião Peixoto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"351690 General Salgado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;1;1;2;-;-;-;-;3;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;1;-;-;-;-;1;-;-;1;-;1;-;2;1;-;-;-;2;-;-;-;-;-;-;1;1;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;40
"351700 Getulina";-;-;-;-;-;2;2;3;1;1;2;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;2;1;-;1;1;-;2;-;-;-;-;1;1;-;3;1;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;1;-;45
"351710 Glicério";-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;-;-;-;-;1;-;3;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;-;-;2;1;-;1;-;-;-;-;-;-;-;-;2;-;1;1;-;1;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;39
"351720 Guaiçara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2;2;-;-;1;-;-;1;1;1;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;1;1;-;-;-;1;-;-;-;-;1;-;-;2;2;1;-;36
"351730 Guaimbê";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"351740 Guaíra";-;-;-;-;-;1;1;1;-;-;-;1;1;1;4;4;-;4;3;2;1;5;1;5;5;5;3;8;1;3;3;1;5;-;5;6;1;1;3;4;1;2;7;3;2;-;3;4;-;1;-;2;2;4;5;1;1;5;6;3;8;3;-;1;1;2;5;4;8;5;5;2;-;3;1;2;1;4;5;1;-;1;5;2;2;2;2;4;1;-;2;2;3;2;2;3;1;4;-;3;2;2;1;2;1;3;-;7;-;1;2;3;3;3;2;1;2;1;2;2;1;-;2;2;1;1;2;1;3;1;4;5;3;1;4;4;1;4;2;2;-;1;1;3;4;7;-;1;3;1;2;5;-;2;1;2;360
"351750 Guapiaçu";-;-;-;-;-;2;1;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;1;-;1;-;1;1;-;-;2;-;-;-;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;33
"351760 Guapiara";-;-;-;-;1;-;1;-;-;-;1;-;1;-;1;-;1;-;-;-;-;-;2;-;1;-;-;-;-;-;1;1;-;1;1;-;-;1;-;2;1;1;-;1;2;2;1;-;-;-;1;1;1;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;1;1;-;-;2;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;2;-;-;-;-;1;1;-;-;-;51
"351770 Guará";-;-;-;-;-;1;-;-;-;-;1;-;2;1;-;-;-;-;-;-;-;-;-;-;1;2;2;-;1;-;-;-;-;-;1;-;-;-;-;-;1;2;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;1;3;-;-;-;-;-;-;-;-;-;1;-;2;2;-;-;2;-;-;1;1;-;1;1;1;1;-;-;4;4;1;-;-;-;-;-;-;1;-;-;-;-;2;1;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;3;4;1;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;2;-;-;1;1;-;1;-;-;-;-;1;-;-;-;-;-;-;70
"351780 Guaraçaí";-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;1;-;-;1;-;27
"351790 Guaraci";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;2;-;1;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;1;1;-;1;-;1;-;-;-;-;-;-;-;1;-;1;1;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30
"351800 Guarani d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;9
"351810 Guarantã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"351820 Guararapes";-;-;-;-;-;1;1;2;1;-;2;-;1;-;-;1;1;1;1;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;-;2;-;1;-;2;-;1;2;-;1;4;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;1;1;1;1;-;1;-;-;4;-;-;-;-;-;1;1;-;1;1;1;2;3;1;1;-;-;-;-;-;1;2;-;1;-;-;-;2;-;1;1;-;-;2;-;-;1;-;-;-;3;-;2;-;-;-;-;-;1;1;2;1;-;3;-;1;2;-;1;-;1;-;-;-;-;-;2;-;-;-;2;-;-;1;1;-;2;-;2;2;1;1;-;-;1;-;97
"351830 Guararema";-;-;-;-;-;-;-;-;1;1;-;1;3;-;-;-;-;-;-;-;1;-;-;1;-;-;-;2;-;-;-;-;3;1;-;-;-;-;1;-;1;-;1;-;-;-;1;-;1;1;2;-;-;-;-;-;1;-;1;1;1;-;-;3;1;2;-;2;-;-;-;-;-;-;-;1;-;1;1;-;-;1;-;-;-;-;1;1;1;1;1;1;1;1;1;-;1;-;-;-;-;-;-;-;-;1;-;3;2;1;1;1;2;-;1;2;-;-;2;-;-;-;-;2;1;2;2;1;-;1;1;1;-;-;-;1;2;1;1;1;1;2;-;4;-;2;-;-;-;1;-;2;1;1;-;-;95
"351840 Guaratinguetá";-;-;-;2;-;4;2;3;3;-;2;4;1;3;5;2;3;-;1;-;-;3;1;-;2;2;3;2;-;-;3;-;4;3;2;1;3;-;2;4;6;3;-;2;1;1;3;-;1;-;1;3;2;3;1;-;1;4;1;3;2;1;3;1;1;-;3;2;-;1;-;1;3;-;1;2;-;2;3;1;-;3;-;-;2;1;1;1;4;-;1;2;2;2;2;-;-;3;-;4;1;-;2;1;1;2;-;4;2;1;2;3;6;2;2;3;3;-;3;1;1;2;-;1;2;2;2;-;1;5;3;4;1;-;3;3;1;4;3;1;1;2;3;-;3;1;2;-;-;2;-;4;2;-;1;-;260
"351850 Guareí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;-;-;2;-;4;-;-;-;1;-;-;-;-;1;2;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;1;-;-;-;1;-;-;-;-;1;-;3;-;-;-;-;-;1;-;38
"351860 Guariba";-;-;-;-;-;-;10;12;4;7;3;9;9;4;2;6;2;3;6;3;7;5;4;5;-;3;4;3;5;8;5;8;11;1;3;4;6;4;2;3;3;1;6;3;-;7;10;10;3;4;1;4;3;2;2;2;3;2;2;1;2;2;2;5;4;-;2;3;3;3;6;5;1;2;3;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;1;3;3;1;-;1;1;-;-;1;-;-;1;-;-;1;1;1;3;1;-;1;1;-;1;-;1;1;1;2;-;2;-;-;3;1;1;-;1;-;1;-;-;-;1;-;2;-;-;-;-;-;1;-;-;329
"351870 Guarujá";-;-;-;-;-;4;2;2;8;5;1;5;4;1;5;2;2;2;10;5;4;6;2;7;4;4;3;3;-;3;5;2;3;-;4;9;5;2;5;5;3;3;7;3;5;5;3;5;5;5;4;3;3;-;5;7;4;10;6;1;3;4;6;2;2;5;3;9;5;6;5;2;4;4;3;3;6;1;2;3;3;3;2;3;4;7;6;2;2;6;10;2;5;2;3;1;4;4;1;3;6;-;2;-;3;1;2;2;2;3;2;5;-;-;6;1;6;1;5;2;6;5;3;1;-;4;3;1;2;2;4;1;2;2;-;2;4;3;5;3;1;1;3;4;3;3;2;1;-;2;1;4;2;-;2;1;504
"351880 Guarulhos";-;-;1;-;2;12;11;15;15;19;16;17;17;8;22;18;16;19;13;14;13;16;23;23;20;19;27;12;16;15;15;7;16;9;17;19;18;18;12;15;11;24;21;21;20;13;15;13;10;23;15;24;21;19;19;11;19;17;21;13;12;16;23;15;19;22;15;18;22;23;16;11;14;21;12;9;23;19;14;13;14;20;18;17;19;19;22;16;16;20;17;17;16;16;16;13;20;16;14;15;13;25;24;17;21;13;16;22;14;20;12;14;16;16;16;12;18;15;22;20;18;15;9;16;8;24;19;15;14;22;24;19;15;15;12;18;14;22;12;13;12;19;24;19;22;27;15;11;16;10;11;13;18;16;14;12;2522
"351885 Guatapará";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;-;-;1;-;-;-;1;2;-;-;-;25
"351890 Guzolândia";-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;2;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;22
"351900 Herculândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;21
"351905 Holambra";-;-;-;-;-;-;1;-;-;-;-;2;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;1;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3;-;1;-;-;1;-;1;-;-;1;2;-;1;-;-;2;-;2;-;-;-;-;2;2;-;-;-;-;1;-;1;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;39
"351907 Hortolândia";-;-;-;-;-;1;7;5;3;1;3;3;3;3;2;5;3;2;4;5;3;7;7;5;5;2;5;5;2;-;1;2;2;1;3;2;1;4;-;2;7;4;1;2;2;4;1;2;2;5;5;2;5;3;5;2;4;2;1;2;2;6;4;3;1;2;2;2;5;5;-;6;6;3;4;10;6;1;2;2;2;3;4;7;2;1;1;1;4;3;1;2;1;2;4;5;6;3;7;7;7;1;1;2;2;6;3;4;6;4;4;1;5;1;5;1;4;4;5;6;2;3;6;5;2;4;4;1;3;5;6;2;4;5;4;2;1;2;6;6;6;6;7;6;7;6;4;4;6;3;5;2;4;6;1;1;527
"351910 Iacanga";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;2;1;-;-;1;-;-;-;-;-;-;2;1;-;1;1;1;1;1;2;1;-;-;-;-;-;1;1;1;-;-;-;1;1;-;-;40
