,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,MUNCOD
0,4,7,6,8,15,4,13,15,10,9,12,110001
1,1,0,1,0,1,4,5,12,2,4,2,110037
2,0,1,1,3,3,1,6,6,9,3,2,110040
3,1,1,2,0,2,3,0,1,2,0,2,110034
4,7,32,17,39,31,30,32,30,30,23,10,110002
5,3,2,3,1,3,12,14,8,5,2,3,110045
6,0,5,2,0,2,2,5,2,2,1,1,110003
7,0,0,0,1,0,0,1,0,1,1,0,110060
8,50,28,56,34,46,55,84,43,82,61,62,110004
9,1,3,3,2,6,4,4,1,2,2,2,110070
10,6,4,5,5,5,10,8,9,12,11,14,110080
11,0,0,0,0,0,1,1,2,1,0,1,110090
12,5,5,5,4,6,10,13,9,13,13,1,110005
13,3,2,1,2,4,3,6,11,3,0,4,110092
14,3,4,14,7,5,4,11,3,2,6,3,110006
15,1,3,2,2,1,2,4,3,5,3,0,110007
16,1,1,3,0,2,1,1,1,2,2,5,110008
17,0,0,2,6,2,4,6,7,10,6,5,110094
18,2,7,10,10,9,8,20,26,26,21,53,110009
19,0,2,2,0,2,4,2,2,1,2,0,110100
20,3,3,8,7,7,12,12,6,13,3,9,110010
21,0,1,0,4,2,2,5,2,2,5,0,110110
22,10,7,8,15,28,26,15,26,19,19,17,110011
23,20,26,19,17,23,28,42,32,31,27,37,110012
24,1,4,8,14,9,9,11,9,7,9,4,110013
25,3,1,2,3,9,9,3,3,4,3,3,110120
26,0,2,2,8,3,1,2,5,2,3,1,110130
27,2,2,2,4,2,5,4,0,5,4,7,110140
28,1,3,2,3,12,12,5,2,10,8,5,110014
29,2,5,4,4,9,3,4,6,0,2,4,110033
30,1,2,3,1,0,0,2,1,1,0,2,110143
31,0,3,5,4,4,16,19,8,7,5,4,110050
32,7,23,24,14,4,18,11,16,6,10,10,110015
33,0,0,1,0,2,2,4,2,2,1,0,110145
34,23,39,24,28,27,21,24,37,43,32,43,110018
35,0,1,0,0,1,1,2,0,1,0,0,110146
36,60,92,91,130,132,160,164,193,187,179,210,110020
37,3,1,8,5,0,6,4,7,8,7,8,110025
38,1,3,1,3,3,2,0,1,2,2,4,110147
39,0,2,0,0,0,0,0,0,0,1,0,110026
40,5,3,8,7,35,25,24,70,53,56,26,110028
41,0,1,1,3,7,5,4,3,10,1,8,110029
42,2,1,2,2,1,5,1,3,0,3,0,110148
43,0,3,0,1,2,8,7,11,4,12,8,110149
44,6,5,1,5,8,8,6,4,2,5,5,110032
45,1,0,0,4,5,0,3,8,0,1,0,110150
46,0,1,3,0,0,1,1,5,2,1,0,110155
47,0,2,6,0,4,0,1,2,0,2,1,110160
48,1,0,2,4,2,1,3,3,1,2,1,110170
49,0,0,0,0,1,0,2,6,1,1,2,110175
50,0,0,3,2,0,0,0,0,3,2,1,110180
51,15,47,33,19,19,39,90,75,45,48,72,110030
52,11,3,1,1,3,3,2,0,2,1,0,120001
53,0,0,1,1,1,0,1,0,0,0,0,120005
54,6,5,3,2,3,4,8,1,4,3,8,120010
55,0,4,1,0,0,1,1,0,2,0,0,120013
56,2,1,4,3,0,1,0,3,0,0,2,120017
57,15,21,11,12,11,5,7,8,17,6,10,120020
58,3,2,2,2,1,2,2,0,4,5,2,120025
59,2,4,1,5,1,4,0,0,0,1,0,120030
60,0,0,0,2,1,0,0,0,1,1,3,120032
61,2,1,1,2,1,0,1,2,7,4,3,120033
62,2,3,6,1,3,0,3,2,0,0,1,120034
63,3,0,1,1,1,2,3,1,2,1,2,120035
64,2,3,0,2,1,1,0,1,1,1,1,120038
65,3,2,5,2,0,2,4,0,1,0,0,120080
66,1,1,2,0,0,0,0,0,1,0,2,120039
67,36,76,44,66,57,42,33,44,27,33,40,120040
68,2,4,1,1,1,5,0,0,3,1,3,120042
69,0,1,1,3,0,0,3,5,0,0,1,120043
70,3,3,11,19,5,12,9,6,3,5,5,120050
71,1,3,2,0,1,2,1,3,3,1,1,120045
72,3,8,3,5,5,3,9,5,9,15,11,120060
73,1,0,4,4,5,9,8,1,0,0,1,120070
74,2,0,0,0,0,0,4,4,1,2,0,130002
75,0,0,0,0,0,1,0,0,0,1,4,130006
76,0,0,0,0,0,0,1,0,1,0,0,130008
77,0,4,1,0,1,0,0,0,0,2,2,130010
78,0,0,0,0,2,6,1,4,5,1,2,130014
79,1,0,0,0,0,0,0,0,2,3,0,130020
80,0,1,5,0,0,0,0,1,1,2,0,130030
81,0,1,1,3,1,3,2,3,5,2,3,130040
82,0,0,0,4,0,6,2,1,3,4,6,130050
83,1,2,7,2,1,2,0,0,2,1,2,130060
84,1,0,0,0,0,4,0,0,2,3,2,130063
85,0,0,0,0,0,0,0,1,0,0,1,130068
86,1,3,7,4,9,7,9,9,6,4,2,130070
87,4,5,4,5,2,6,4,8,6,2,3,130080
88,1,0,0,0,4,1,0,0,0,0,1,130083
89,0,0,0,0,0,0,0,2,1,0,0,130090
90,0,0,1,0,3,2,1,0,0,7,3,130100
91,2,1,2,2,0,0,7,7,12,8,4,130110
92,4,1,0,0,0,0,0,0,2,1,1,130115
93,0,4,1,0,2,3,1,3,4,0,1,130120
