,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,MUNCOD
0,1,0,0,3,1,2,0,1,3,3,1,110001
1,0,0,0,0,2,0,0,0,0,1,0,110037
2,0,2,1,0,1,0,0,0,2,3,0,110040
3,1,2,0,1,1,1,2,1,0,1,2,110034
4,6,2,6,3,3,14,6,8,31,32,13,110002
5,2,1,0,1,0,3,2,2,10,13,5,110045
6,0,0,0,0,2,1,0,0,0,1,1,110003
7,0,0,0,0,0,0,0,1,0,1,0,110060
8,5,3,3,6,3,6,10,10,13,15,8,110004
9,1,1,1,1,0,3,2,1,0,3,2,110070
10,2,0,1,1,0,2,2,4,13,11,2,110080
11,0,0,1,1,0,0,0,1,2,0,0,110090
12,1,0,0,1,0,0,0,1,0,1,0,110005
13,1,0,0,0,0,0,0,0,0,0,1,110092
14,3,0,0,0,0,1,2,1,2,0,1,110006
15,0,1,1,0,1,1,1,0,1,0,1,110007
16,1,0,1,0,1,0,0,0,1,0,2,110008
17,0,1,0,0,0,0,0,0,7,11,0,110094
18,0,0,1,0,1,2,1,3,3,4,5,110009
19,0,1,0,0,0,1,0,0,0,1,0,110100
20,0,0,1,1,0,6,1,0,8,28,3,110010
21,0,0,0,0,0,2,0,0,2,2,2,110110
22,0,0,1,0,3,5,2,5,5,1,6,110011
23,2,5,5,2,4,7,7,11,15,22,7,110012
24,0,1,2,1,2,1,0,3,16,18,4,110013
25,0,0,0,0,0,0,0,1,0,1,0,110120
26,1,1,1,0,0,2,1,1,5,2,0,110130
27,0,1,0,1,1,5,2,2,1,2,0,110140
28,0,0,0,0,1,2,0,2,1,1,1,110014
29,0,0,0,0,0,2,2,4,15,11,2,110033
30,0,0,0,0,1,1,0,0,1,1,1,110143
31,1,0,0,0,0,0,0,1,2,0,1,110050
32,0,4,2,1,0,0,1,3,10,6,0,110015
33,0,0,1,0,0,0,0,0,0,0,0,110145
34,1,0,1,1,2,2,2,3,3,6,2,110018
35,1,0,0,0,0,0,0,0,0,1,0,110146
36,9,18,23,32,39,71,38,41,182,180,55,110020
37,0,3,0,0,0,2,1,0,1,3,3,110025
38,1,0,0,0,0,0,0,0,1,0,0,110147
39,0,0,0,0,0,0,0,0,0,0,1,110026
40,3,0,0,2,5,2,3,4,8,7,3,110028
41,0,0,1,0,0,0,1,0,1,2,0,110029
