"Município";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"Total"
"250937 Mato Grosso";-;-;-;-;-;1;-;-;-;-;1;2
"250939 Maturéia";-;-;-;1;-;-;-;-;-;-;-;1
"250940 Mogeiro";1;-;-;1;-;-;-;1;1;2;-;6
"250950 Montadas";1;-;-;-;2;-;-;-;1;-;1;5
"250970 Monteiro";1;-;3;6;1;1;2;1;1;1;-;17
"250980 Mulungu";-;-;-;-;-;-;-;1;-;2;-;3
"250990 Natuba";-;1;1;-;-;-;-;2;-;-;-;4
"251000 Nazarezinho";-;-;-;-;-;1;-;-;-;-;-;1
"251010 Nova Floresta";1;1;-;-;-;-;1;1;-;1;-;5
"251020 Nova Olinda";1;-;-;1;-;-;-;1;-;1;-;4
"251030 Nova Palmeira";-;-;-;-;-;1;-;-;-;1;-;2
"251040 Olho d'Água";-;-;-;-;-;-;-;-;-;1;1;2
"251050 Olivedos";-;-;-;-;1;-;-;-;-;-;-;1
"251060 Ouro Velho";-;-;-;-;1;-;-;1;-;-;-;2
"251065 Parari";-;-;-;-;-;-;-;1;-;-;-;1
"251080 Patos";1;3;2;1;2;4;4;7;6;2;4;36
"251090 Paulista";-;-;-;-;1;-;-;2;-;-;2;5
"251100 Pedra Branca";-;-;-;-;-;-;-;-;-;-;1;1
"251110 Pedra Lavrada";-;-;1;-;-;-;1;2;-;1;1;6
"251120 Pedras de Fogo";-;1;1;-;1;1;-;-;1;2;-;7
"251130 Piancó";2;-;1;1;-;-;2;-;-;1;3;10
"251140 Picuí";-;1;-;-;-;-;3;1;1;2;-;8
"251150 Pilar";-;-;-;-;-;-;1;-;-;-;1;2
"251160 Pilões";1;-;-;-;-;-;-;-;-;-;-;1
"251170 Pilõezinhos";-;-;-;-;-;-;-;-;1;-;1;2
"251180 Pirpirituba";-;-;-;-;-;-;1;-;-;-;-;1
"251190 Pitimbu";-;-;-;1;2;-;-;-;2;3;1;9
"251200 Pocinhos";1;1;-;-;-;2;1;1;-;-;1;7
"251203 Poço Dantas";-;-;-;-;1;-;-;-;-;-;-;1
"251207 Poço de José de Moura";-;-;-;-;-;-;2;-;-;-;-;2
"251210 Pombal";3;-;1;1;-;1;1;1;3;2;1;14
"251220 Prata";-;-;1;-;-;2;-;-;-;-;-;3
"251230 Princesa Isabel";2;-;1;1;-;-;-;-;-;1;-;5
"251240 Puxinanã";-;-;2;-;-;-;1;-;-;-;1;4
"251250 Queimadas";-;-;1;-;1;2;2;2;1;-;3;12
"251270 Remígio";-;-;-;-;-;1;2;1;2;1;-;7
"251290 Rio Tinto";-;-;-;-;1;2;-;-;1;1;-;5
"251300 Salgadinho";-;-;-;-;1;-;-;-;-;1;-;2
"251315 Santa Cecília";-;-;-;-;-;-;-;1;1;2;-;4
"251320 Santa Cruz";-;-;-;-;-;-;-;-;-;-;1;1
"251330 Santa Helena";1;-;-;-;-;-;-;-;-;1;-;2
"251340 Santa Luzia";-;1;-;-;-;-;1;-;1;-;-;3
"251370 Santa Rita";1;3;5;3;8;3;3;3;9;4;9;51
"251380 Santa Teresinha";-;-;-;-;-;-;-;-;-;-;1;1
"251350 Santana de Mangueira";-;1;2;1;-;-;-;-;-;-;-;4
"251360 Santana dos Garrotes";-;-;-;-;-;-;-;-;2;1;-;3
"251385 Santo André";-;-;-;-;1;-;1;-;-;-;-;2
"251392 São Bentinho";-;-;-;-;-;1;-;-;-;-;-;1
"251390 São Bento";2;1;1;3;-;5;1;1;2;2;1;19
"251394 São Domingos do Cariri";-;-;-;-;1;-;1;-;1;-;-;3
"251398 São Francisco";-;-;-;-;1;1;-;-;-;-;-;2
"251400 São João do Cariri";-;-;-;-;-;-;1;-;-;1;-;2
"250070 São João do Rio do Peixe";-;1;-;-;-;-;1;1;-;1;-;4
"251410 São João do Tigre";-;-;-;-;-;1;2;-;1;-;-;4
"251420 São José da Lagoa Tapada";-;-;-;-;-;1;-;-;-;-;-;1
"251450 São José de Piranhas";-;2;-;1;-;3;-;-;-;1;-;7
"251455 São José de Princesa";-;-;-;-;-;-;-;-;-;1;-;1
"251460 São José do Bonfim";-;-;-;1;-;-;-;-;-;-;1;2
"251470 São José do Sabugi";-;-;-;-;-;1;-;-;-;-;-;1
"251480 São José dos Cordeiros";1;-;-;-;-;-;-;-;-;-;-;1
"251445 São José dos Ramos";-;-;-;-;-;-;-;1;-;-;1;2
"251490 São Mamede";-;-;1;1;-;1;-;-;2;-;-;5
"251500 São Miguel de Taipu";-;1;-;-;1;1;1;-;-;-;-;4
"251510 São Sebastião de Lagoa de Roça";-;-;-;-;-;2;1;-;-;-;-;3
"251540 São Vicente do Seridó";1;1;2;-;-;1;-;-;-;-;-;5
"251530 Sapé";-;1;-;1;4;1;2;3;1;-;1;14
"251550 Serra Branca";1;-;-;-;-;1;1;1;-;4;-;8
"251560 Serra da Raiz";-;-;-;-;-;-;-;-;1;2;-;3
"251580 Serra Redonda";-;-;1;-;1;-;-;3;-;-;1;6
"251590 Serraria";-;-;-;-;-;-;-;-;-;2;-;2
"251593 Sertãozinho";-;1;-;-;-;1;-;-;-;-;1;3
"251597 Sobrado";-;-;1;-;-;-;-;-;-;-;3;4
"251600 Solânea";-;2;1;-;1;-;1;3;1;2;1;12
"251610 Soledade";-;-;-;-;3;-;-;1;-;3;2;9
"251620 Sousa";-;2;-;3;-;1;-;1;1;2;1;11
"251630 Sumé";-;2;1;1;-;1;1;1;-;3;-;10
"251640 Tacima";-;-;-;-;-;-;-;-;-;1;1;2
"251650 Taperoá";1;-;-;1;-;-;1;-;1;1;-;5
"251660 Tavares";-;-;-;-;-;-;-;-;1;1;-;2
"251670 Teixeira";-;-;1;-;-;1;-;-;-;1;-;3
"251680 Triunfo";-;-;-;-;1;-;1;-;-;1;-;3
"251690 Uiraúna";-;-;1;1;-;1;1;1;1;2;1;9
"251700 Umbuzeiro";1;-;-;1;1;1;3;3;-;3;-;13
"251710 Várzea";-;-;-;-;1;-;-;-;-;-;-;1
"251720 Vieirópolis";-;-;-;1;-;-;-;-;-;-;-;1
"250550 Vista Serrana";1;-;-;-;-;-;1;-;-;-;-;2
"251740 Zabelê";-;-;-;-;-;1;1;-;-;-;-;2
"260005 Abreu e Lima";11;16;19;15;12;22;14;33;17;25;17;201
"260010 Afogados da Ingazeira";3;1;1;8;4;6;1;1;3;2;2;32
"260020 Afrânio";1;-;-;1;-;-;1;1;1;2;1;8
"260030 Agrestina";4;1;3;1;4;2;-;3;2;2;3;25
"260040 Água Preta";4;7;2;1;4;2;2;1;3;4;5;35
"260050 Águas Belas";5;3;-;-;5;9;3;4;-;1;-;30
"260060 Alagoinha";-;-;1;-;1;1;-;-;-;2;2;7
"260070 Aliança";3;4;3;5;4;2;3;7;5;5;3;44
"260080 Altinho";-;-;1;1;1;-;-;3;-;1;-;7
"260090 Amaraji";1;-;1;2;5;2;2;1;4;1;-;19
"260100 Angelim";2;2;2;1;2;4;1;-;-;-;-;14
"260105 Araçoiaba";5;1;1;1;5;2;1;3;3;2;1;25
"260110 Araripina";4;5;9;4;9;7;4;7;9;8;2;68
"260120 Arcoverde";4;2;6;5;5;1;6;8;7;6;7;57
"260130 Barra de Guabiraba";-;-;-;-;1;-;-;-;-;1;1;3
"260140 Barreiros";6;6;1;5;3;3;3;9;5;-;-;41
"260150 Belém de Maria";-;2;-;1;-;3;1;-;-;1;-;8
"260160 Belém do São Francisco";-;2;-;-;-;4;3;2;1;1;1;14
"260170 Belo Jardim";6;3;2;3;14;8;7;13;5;7;5;73
"260180 Betânia";-;-;1;4;2;1;5;2;1;2;1;19
"260190 Bezerros";7;3;4;9;8;17;17;9;5;4;3;86
"260200 Bodocó";1;-;1;3;-;1;-;1;2;3;1;13
"260210 Bom Conselho";3;2;1;6;-;2;6;1;-;-;-;21
"260220 Bom Jardim";5;3;3;7;9;6;2;4;-;1;-;40
"260230 Bonito";-;1;-;4;2;8;5;2;1;2;1;26
"260240 Brejão";-;1;-;2;-;-;4;1;-;-;-;8
"260250 Brejinho";-;1;-;1;1;-;1;-;-;-;1;5
"260260 Brejo da Madre de Deus";1;1;3;2;3;4;6;2;3;1;2;28
"260270 Buenos Aires";1;1;1;3;-;2;1;1;2;5;2;19
"260280 Buíque";2;5;-;2;3;4;4;1;2;2;2;27
"260290 Cabo de Santo Agostinho";27;28;30;28;26;26;29;21;21;34;22;292
"260300 Cabrobó";5;1;-;4;1;-;1;2;-;2;4;20
"260310 Cachoeirinha";3;3;1;-;2;-;1;1;-;2;-;13
"260320 Caetés";-;-;2;5;6;2;2;1;2;4;-;24
"260330 Calçado";-;1;1;1;1;-;-;-;2;-;1;7
"260340 Calumbi";-;1;1;1;-;1;-;-;-;1;-;5
"260345 Camaragibe";22;44;30;47;30;33;33;23;20;24;25;331
"260350 Camocim de São Félix";1;1;1;1;1;-;1;3;2;-;-;11
"260360 Camutanga";-;-;-;-;-;-;1;1;3;-;3;8
"260370 Canhotinho";3;1;1;1;2;6;1;-;-;3;-;18
"260380 Capoeiras";1;3;2;1;1;2;2;2;-;1;-;15
"260390 Carnaíba";2;1;2;1;-;1;-;-;-;-;1;8
"260392 Carnaubeira da Penha";4;-;1;1;-;-;-;-;-;2;-;8
"260400 Carpina";3;7;20;13;20;15;13;8;9;5;3;116
"260410 Caruaru";34;15;19;23;26;32;36;19;25;17;12;258
"260415 Casinhas";2;1;1;-;1;1;3;1;-;-;2;12
"260420 Catende";12;6;1;-;3;4;3;3;3;1;1;37
"260430 Cedro";2;-;-;-;1;-;3;1;2;-;2;11
"260440 Chã de Alegria";2;1;3;2;1;1;3;-;5;1;4;23
"260450 Chã Grande";3;1;3;4;6;6;1;-;3;1;3;31
"260460 Condado";3;1;2;4;3;5;2;2;2;3;1;28
"260470 Correntes";-;1;1;1;4;3;-;-;-;-;1;11
"260480 Cortês";-;1;-;1;-;-;1;2;1;2;1;9
"260490 Cumaru";1;3;2;1;-;4;-;-;-;-;1;12
"260500 Cupira";4;2;-;1;-;1;5;1;1;4;-;19
"260510 Custódia";3;1;-;2;4;4;3;2;2;1;-;22
"260515 Dormentes";-;-;-;1;-;-;-;1;2;4;6;14
"260520 Escada";10;5;14;10;12;7;9;8;5;3;8;91
"260530 Exu";6;-;1;1;1;-;-;-;-;4;1;14
"260540 Feira Nova";3;2;2;1;4;5;8;1;4;3;-;33
"260545 Fernando de Noronha";-;-;-;-;-;-;-;-;-;-;1;1
"260550 Ferreiros";1;-;1;2;5;2;2;8;2;2;1;26
"260560 Flores";1;1;1;4;1;-;3;-;1;-;4;16
"260570 Floresta";3;-;1;3;2;6;1;1;4;4;2;27
"260580 Frei Miguelinho";-;1;-;1;4;-;1;-;-;2;2;11
"260590 Gameleira";3;2;1;2;5;1;2;1;2;3;-;22
"260600 Garanhuns";21;14;24;14;11;14;24;5;4;5;3;139
"260610 Glória do Goitá";4;-;5;9;5;3;3;4;4;4;2;43
"260620 Goiana";7;7;3;8;13;11;8;18;10;10;8;103
"260630 Granito";-;-;-;-;-;-;-;-;-;1;-;1
"260640 Gravatá";5;9;3;8;9;9;10;17;6;6;4;86
"260650 Iati";1;-;2;3;1;1;-;3;4;-;1;16
"260660 Ibimirim";1;-;-;2;3;3;2;2;2;2;-;17
"260670 Ibirajuba";1;2;-;-;-;1;1;-;-;-;-;5
"260680 Igarassu";14;19;7;9;7;16;17;20;18;14;12;153
"260690 Iguaracy";-;-;1;3;-;-;1;-;1;-;-;6
"260760 Ilha de Itamaracá";4;2;2;-;4;6;1;1;7;2;5;34
"260700 Inajá";1;-;1;1;2;2;4;1;-;-;1;13
"260710 Ingazeira";-;-;-;-;3;-;-;-;-;2;-;5
"260720 Ipojuca";6;11;11;13;16;14;13;9;9;18;14;134
"260730 Ipubi";8;2;-;2;4;1;1;1;-;2;2;23
"260740 Itacuruba";-;-;-;-;-;-;-;-;-;-;2;2
"260750 Itaíba";2;3;1;1;-;-;4;-;-;2;2;15
"260765 Itambé";-;1;2;3;4;6;-;1;4;5;3;29
"260770 Itapetim";1;1;1;-;1;1;-;-;3;1;-;9
"260775 Itapissuma";2;3;3;2;6;2;3;2;9;7;6;45
"260780 Itaquitinga";1;1;2;3;2;4;3;1;1;2;1;21
"260790 Jaboatão dos Guararapes";84;101;107;80;83;79;71;67;72;66;57;867
"260795 Jaqueira";3;1;-;1;2;3;7;-;2;-;-;19
"260800 Jataúba";-;2;-;-;-;1;2;3;-;1;-;9
"260805 Jatobá";2;-;-;-;1;1;1;1;-;-;1;7
"260810 João Alfredo";3;4;1;3;3;3;2;3;1;1;3;27
"260820 Joaquim Nabuco";2;3;1;-;-;3;-;-;1;-;-;10
"260825 Jucati";-;1;2;2;-;2;-;-;-;-;1;8
"260830 Jupi";2;1;2;4;4;3;1;-;1;1;-;19
"260840 Jurema";-;-;-;1;5;1;1;2;4;-;2;16
"260850 Lagoa de Itaenga";6;-;4;3;6;2;5;6;3;4;2;41
"260845 Lagoa do Carro";2;2;5;-;4;3;2;3;5;5;5;36
"260860 Lagoa do Ouro";2;1;2;3;2;1;2;-;-;-;-;13
"260870 Lagoa dos Gatos";1;-;1;-;-;1;1;1;-;-;1;6
"260875 Lagoa Grande";1;1;2;2;3;-;-;-;4;2;2;17
"260880 Lajedo";4;3;6;3;5;8;7;6;4;1;3;50
"260890 Limoeiro";14;7;7;4;2;8;5;7;8;9;2;73
"260900 Macaparana";3;2;4;3;10;1;4;5;1;-;2;35
"260910 Machados";-;-;3;1;1;4;1;6;3;2;3;24
"260915 Manari";1;-;-;-;-;4;1;1;1;-;5;13
"260920 Maraial";3;3;-;-;-;1;-;-;2;2;2;13
"260930 Mirandiba";1;1;-;1;1;2;-;3;4;2;2;17
"261430 Moreilândia";1;-;-;-;-;-;-;1;1;-;-;3
"260940 Moreno";4;8;8;13;5;17;11;7;9;5;8;95
"260950 Nazaré da Mata";1;4;6;8;3;7;3;2;3;4;-;41
"260960 Olinda";46;64;68;54;62;85;72;49;55;37;26;618
"260970 Orobó";3;1;3;2;5;3;5;3;-;2;1;28
"260980 Orocó";1;1;-;-;-;1;-;2;2;-;-;7
"260990 Ouricuri";-;3;5;6;2;5;2;3;5;4;8;43
"261000 Palmares";24;16;9;10;6;8;1;7;9;6;4;100
"261010 Palmeirina";1;-;2;-;-;-;2;-;1;-;-;6
"261020 Panelas";1;-;1;1;1;6;-;1;1;-;1;13
"261030 Paranatama";1;3;4;1;-;-;1;-;-;3;-;13
"261040 Parnamirim";-;2;-;1;-;2;1;-;1;-;1;8
"261050 Passira";4;4;2;9;3;2;9;1;2;1;-;37
"261060 Paudalho";3;9;9;14;11;18;10;7;6;2;9;98
"261070 Paulista";37;36;44;57;42;47;46;50;34;41;54;488
"261080 Pedra";-;-;-;-;3;1;5;1;2;-;2;14
"261090 Pesqueira";3;6;6;6;11;6;3;4;2;-;3;50
"261100 Petrolândia";4;-;3;3;2;4;1;1;2;1;1;22
"261110 Petrolina";15;13;17;25;20;22;23;18;23;32;41;249
"261120 Poção";-;1;1;-;1;3;1;1;1;2;-;11
"261130 Pombos";4;2;5;7;4;7;6;3;5;3;3;49
"261140 Primavera";-;-;1;2;4;1;-;1;-;2;1;12
"261150 Quipapá";1;-;-;-;3;2;5;4;4;3;-;22
"261153 Quixaba";1;-;-;1;-;-;1;-;-;-;2;5
"261160 Recife";246;294;294;360;284;300;289;247;217;186;168;2885
"261170 Riacho das Almas";2;1;-;2;-;2;3;1;-;1;4;16
"261180 Ribeirão";2;10;6;2;6;2;1;1;4;4;3;41
"261190 Rio Formoso";3;9;7;5;4;2;3;2;1;3;2;41
"261200 Sairé";3;-;1;3;2;-;2;1;3;1;-;16
"261210 Salgadinho";-;1;1;1;-;-;1;1;2;1;-;8
"261220 Salgueiro";9;2;8;6;2;4;6;7;10;8;12;74
"261230 Saloá";2;1;1;1;3;-;3;-;1;-;1;13
"261240 Sanharó";3;1;-;1;3;4;2;2;-;-;-;16
"261245 Santa Cruz";-;-;2;3;-;-;-;1;-;2;-;8
"261247 Santa Cruz da Baixa Verde";3;-;-;-;2;-;1;1;-;-;-;7
"261250 Santa Cruz do Capibaribe";3;4;2;3;6;4;12;2;1;4;4;45
"261255 Santa Filomena";-;2;-;-;-;-;-;1;2;1;-;6
"261260 Santa Maria da Boa Vista";2;2;1;2;-;-;-;1;6;2;2;18
"261270 Santa Maria do Cambucá";2;-;2;1;1;4;4;1;-;-;1;16
"261280 Santa Terezinha";-;-;-;-;-;-;-;-;-;-;5;5
"261290 São Benedito do Sul";3;2;-;-;1;-;-;1;2;-;1;10
"261300 São Bento do Una";7;4;3;4;6;6;4;6;8;1;2;51
"261310 São Caitano";5;1;-;-;3;3;-;1;5;1;2;21
"261320 São João";4;-;-;1;2;-;-;4;2;-;-;13
"261330 São Joaquim do Monte";1;1;-;-;-;2;-;2;-;2;-;8
"261340 São José da Coroa Grande";-;-;2;-;-;2;2;2;1;4;3;16
"261350 São José do Belmonte";4;1;-;2;-;1;3;5;2;3;2;23
"261360 São José do Egito";2;1;4;1;5;1;2;5;1;1;1;24
"261370 São Lourenço da Mata";17;14;35;29;34;23;17;18;19;14;6;226
"261380 São Vicente Ferrer";3;-;2;2;2;-;4;6;1;3;2;25
"261390 Serra Talhada";7;6;5;8;2;15;8;8;5;3;8;75
"261400 Serrita";2;1;-;1;2;2;-;-;3;3;2;16
"261410 Sertânia";1;3;-;4;3;3;2;3;-;1;2;22
"261420 Sirinhaém";3;6;3;5;5;3;6;4;2;2;2;41
"261440 Solidão";-;-;2;-;-;-;-;-;-;-;-;2
"261450 Surubim";6;4;7;5;9;12;10;9;7;4;5;78
"261460 Tabira";1;3;3;4;-;3;2;3;4;2;5;30
"261470 Tacaimbó";2;2;1;-;1;-;1;-;-;1;1;9
"261480 Tacaratu";2;1;3;-;2;2;1;4;1;-;1;17
"261485 Tamandaré";3;3;-;2;5;1;3;1;5;7;1;31
"261500 Taquaritinga do Norte";-;1;1;2;1;3;-;1;1;-;1;11
"261510 Terezinha";1;4;4;2;1;-;1;1;-;-;-;14
"261520 Terra Nova";-;-;1;1;-;-;1;2;-;2;-;7
"261530 Timbaúba";4;4;17;13;13;9;11;6;4;5;2;88
"261540 Toritama";2;2;2;4;3;6;7;3;2;-;-;31
"261550 Tracunhaém";2;2;1;2;2;2;-;1;2;2;1;17
"261560 Trindade";3;2;2;1;2;-;1;-;5;3;3;22
"261570 Triunfo";5;1;2;1;5;4;5;1;1;1;2;28
"261580 Tupanatinga";1;2;-;-;1;-;5;2;2;-;-;13
"261590 Tuparetama";-;-;1;1;-;-;1;1;-;-;1;5
"261600 Venturosa";2;1;-;-;-;1;-;2;1;-;-;7
"261610 Verdejante";-;1;1;-;-;-;1;-;-;-;-;3
"261618 Vertente do Lério";-;-;-;-;1;3;1;2;-;3;1;11
"261620 Vertentes";1;1;2;3;-;4;1;1;1;2;-;16
"261630 Vicência";4;3;3;4;8;6;6;3;2;2;1;42
"261640 Vitória de Santo Antão";30;26;21;17;28;32;13;21;12;8;13;221
"261650 Xexéu";4;3;-;-;3;2;2;1;-;1;1;17
"270010 Água Branca";4;-;-;-;2;1;-;-;5;1;-;13
"270020 Anadia";-;1;1;-;-;-;-;-;5;1;3;11
"270030 Arapiraca";11;24;27;26;21;27;29;20;35;24;19;263
"270040 Atalaia";4;3;1;-;5;2;4;3;3;2;-;27
"270050 Barra de Santo Antônio";-;-;1;-;-;2;-;-;-;-;-;3
"270060 Barra de São Miguel";-;-;-;-;1;-;-;1;-;1;-;3
"270070 Batalha";1;-;-;-;-;-;3;1;1;-;2;8
"270080 Belém";1;3;-;-;-;-;-;-;-;-;-;4
"270090 Belo Monte";1;-;-;-;-;-;-;-;-;-;-;1
"270100 Boca da Mata";2;18;2;1;1;1;1;1;13;2;-;42
"270110 Branquinha";-;-;1;-;1;1;-;4;-;1;-;8
"270120 Cacimbinhas";1;-;1;-;-;2;1;-;1;1;3;10
"270130 Cajueiro";1;2;1;1;1;1;1;-;-;2;-;10
"270135 Campestre";-;-;-;-;1;-;1;1;1;-;-;4
"270140 Campo Alegre";5;11;1;-;1;2;3;3;2;4;1;33
"270150 Campo Grande";-;-;2;1;-;-;4;2;2;-;1;12
"270160 Canapi";1;-;-;2;-;2;3;3;1;-;-;12
"270170 Capela";-;-;1;1;-;-;-;1;-;-;-;3
"270180 Carneiros";1;-;-;-;-;1;2;-;1;-;-;5
"270190 Chã Preta";-;-;-;1;-;2;-;-;-;1;-;4
"270200 Coité do Nóia";1;1;-;-;-;-;-;-;3;2;3;10
"270210 Colônia Leopoldina";-;4;-;-;-;-;1;-;-;2;1;8
"270220 Coqueiro Seco";-;-;-;-;1;-;-;-;1;-;-;2
"270230 Coruripe";3;7;-;2;1;6;2;2;1;2;2;28
"270235 Craíbas";1;1;-;-;1;3;3;2;1;6;4;22
"270240 Delmiro Gouveia";2;5;1;1;2;1;4;1;4;2;1;24
"270250 Dois Riachos";-;-;-;-;-;-;-;1;-;-;1;2
"270255 Estrela de Alagoas";3;-;-;-;1;2;1;-;-;-;-;7
"270260 Feira Grande";2;1;1;-;3;-;2;4;2;2;-;17
"270280 Flexeiras";-;-;1;-;-;1;1;1;-;1;-;5
"270290 Girau do Ponciano";3;2;2;-;3;4;2;1;2;1;2;22
"270300 Ibateguara";2;-;1;1;1;3;-;2;1;-;1;12
"270310 Igaci";2;2;-;2;3;1;1;2;1;2;2;18
"270320 Igreja Nova";4;1;-;1;-;-;1;1;-;1;-;9
"270330 Inhapi";-;-;1;-;1;-;2;3;1;-;1;9
"270340 Jacaré dos Homens";-;-;1;1;-;-;1;-;1;-;-;4
"270350 Jacuípe";2;-;-;-;-;-;-;1;-;1;-;4
"270360 Japaratinga";1;1;-;-;1;2;1;-;-;-;-;6
"270370 Jaramataia";1;-;-;-;-;2;1;-;-;-;-;4
"270375 Jequiá da Praia";2;6;1;-;-;1;-;-;-;-;-;10
"270380 Joaquim Gomes";1;1;-;-;1;3;1;-;2;-;-;9
"270400 Junqueiro";3;2;1;-;4;-;3;-;3;2;3;21
"270410 Lagoa da Canoa";1;-;1;1;-;1;-;2;4;1;1;12
"270420 Limoeiro de Anadia";-;-;1;1;-;4;2;2;2;1;2;15
"270430 Maceió";112;74;104;78;94;130;76;75;67;46;35;891
"270440 Major Isidoro";-;-;1;3;-;1;-;-;1;-;-;6
"270490 Mar Vermelho";1;-;-;1;1;1;-;-;-;-;-;4
"270450 Maragogi";4;-;-;3;2;3;2;2;5;1;2;24
"270460 Maravilha";-;3;-;-;1;-;1;2;-;-;2;9
"270470 Marechal Deodoro";3;3;2;5;2;4;4;1;5;1;-;30
"270480 Maribondo";1;1;-;-;-;-;-;-;-;-;1;3
"270500 Mata Grande";-;6;7;2;-;3;1;2;1;-;1;23
"270510 Matriz de Camaragibe";2;1;2;2;-;1;6;-;3;2;1;20
"270520 Messias";-;-;1;2;-;1;1;1;-;1;1;8
"270530 Minador do Negrão";1;-;-;-;1;1;-;-;1;-;-;4
"270540 Monteirópolis";2;-;1;2;1;-;-;-;-;-;1;7
"270550 Murici";-;-;-;2;3;4;-;1;-;-;-;10
"270560 Novo Lino";1;-;3;-;-;3;2;1;1;-;-;11
"270570 Olho d'Água das Flores";5;1;-;-;-;1;-;3;-;-;-;10
"270580 Olho d'Água do Casado";2;-;1;1;2;-;1;-;-;-;-;7
"270590 Olho d'Água Grande";-;-;-;-;-;1;-;-;-;-;-;1
"270600 Olivença";-;-;-;-;1;1;-;2;-;-;-;4
"270610 Ouro Branco";-;-;2;1;-;-;2;1;-;-;-;6
"270620 Palestina";1;-;-;-;1;-;1;-;-;1;1;5
"270630 Palmeira dos Índios";13;3;5;3;2;2;5;2;4;7;1;47
"270640 Pão de Açúcar";4;1;1;-;1;4;-;1;1;-;4;17
"270642 Pariconha";-;-;-;-;-;-;-;1;2;-;-;3
"270644 Paripueira";-;-;-;-;2;-;1;-;-;-;-;3
"270650 Passo de Camaragibe";-;1;1;-;1;-;1;-;-;-;1;5
"270660 Paulo Jacinto";1;-;-;-;-;-;-;-;-;-;-;1
"270670 Penedo";7;3;1;-;-;1;3;1;2;3;5;26
"270680 Piaçabuçu";1;-;1;-;1;-;-;-;-;-;-;3
"270690 Pilar";-;2;4;-;2;4;3;-;3;1;1;20
"270710 Piranhas";2;3;-;3;2;1;-;2;2;-;2;17
"270720 Poço das Trincheiras";-;-;1;3;1;-;-;-;1;-;-;6
"270730 Porto Calvo";1;2;1;2;2;1;2;2;1;1;1;16
"270740 Porto de Pedras";1;1;-;-;1;2;1;-;-;-;-;6
"270750 Porto Real do Colégio";2;2;-;-;-;-;1;1;-;2;-;8
"270760 Quebrangulo";1;-;-;-;-;2;1;-;-;-;-;4
"270770 Rio Largo";5;2;6;8;3;10;4;5;4;3;3;53
"270780 Roteiro";-;2;-;-;1;-;-;-;-;1;1;5
"270790 Santa Luzia do Norte";-;-;2;-;-;1;-;-;-;-;-;3
"270800 Santana do Ipanema";2;-;2;6;-;4;7;2;5;5;2;35
"270810 Santana do Mundaú";-;1;2;-;1;-;-;-;2;2;-;8
"270830 São José da Laje";1;1;1;-;1;1;1;3;1;-;1;11
"270840 São José da Tapera";4;3;3;2;-;5;2;2;-;2;6;29
"270850 São Luís do Quitunde";2;1;5;-;2;2;1;-;2;1;2;18
"270860 São Miguel dos Campos";23;35;4;4;5;3;1;3;3;4;3;88
"270870 São Miguel dos Milagres";-;-;-;1;-;-;-;3;3;-;-;7
"270880 São Sebastião";7;8;7;2;1;1;-;1;4;4;3;38
"270890 Satuba";-;2;-;-;1;2;-;1;1;-;1;8
"270895 Senador Rui Palmeira";2;1;-;-;-;1;3;-;-;-;1;8
"270900 Tanque d'Arca";-;1;-;-;-;-;1;2;-;-;-;4
"270910 Taquarana";5;2;1;1;1;2;1;1;-;3;1;18
"270915 Teotônio Vilela";3;3;3;4;2;5;5;2;1;3;-;31
"270920 Traipu";-;-;1;2;-;2;3;1;2;1;1;13
"270930 União dos Palmares";2;6;3;2;1;3;5;14;7;6;2;51
"270940 Viçosa";-;3;-;2;-;2;2;2;-;1;-;12
"280010 Amparo de São Francisco";-;1;-;-;-;-;-;-;1;-;-;2
"280020 Aquidabã";1;2;-;-;-;1;-;-;3;2;-;9
"280030 Aracaju";28;34;33;25;22;67;39;18;23;24;24;337
"280040 Arauá";-;-;1;2;1;2;3;-;2;-;-;11
"280050 Areia Branca";-;2;2;2;1;1;1;-;3;-;1;13
"280060 Barra dos Coqueiros";-;1;3;-;-;1;4;-;-;1;-;10
"280067 Boquim";4;1;2;-;1;2;2;2;2;2;-;18
"280100 Campo do Brito";-;3;1;1;1;3;2;3;-;-;2;16
"280110 Canhoba";1;-;2;-;-;2;3;-;-;-;-;8
"280120 Canindé de São Francisco";-;2;2;1;1;-;1;-;1;1;-;9
"280130 Capela";2;2;-;1;-;2;3;2;1;-;1;14
"280140 Carira";-;-;-;-;2;3;1;1;-;-;1;8
"280150 Carmópolis";-;-;1;-;-;-;-;-;-;1;-;2
"280160 Cedro de São João";1;-;-;-;-;1;-;-;1;-;-;3
"280170 Cristinápolis";-;2;1;1;-;1;3;-;-;-;-;8
"280190 Cumbe";-;1;1;-;-;-;-;-;-;-;-;2
"280200 Divina Pastora";1;-;-;-;-;-;-;-;-;-;-;1
"280210 Estância";2;2;4;3;4;7;6;4;9;5;1;47
"280220 Feira Nova";-;-;-;-;-;1;-;-;-;-;-;1
"280230 Frei Paulo";3;1;1;-;1;2;1;1;1;-;2;13
"280240 Gararu";2;1;1;1;-;1;-;-;-;-;-;6
"280260 Gracho Cardoso";-;-;1;1;-;1;-;1;2;-;-;6
"280270 Ilha das Flores";1;-;1;-;-;-;-;-;1;-;-;3
"280280 Indiaroba";1;-;2;1;-;-;5;1;-;-;-;10
